id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty
189,A2,6,jahreszeiten,main,Frühling,der,,Noun,,,spring,ilkbahar,весна,весна,بهار,الربيع,2
190,A2,6,jahreszeiten,sub,Frühjahr,das,,Noun,,,spring (early),ilkbahar (erken),ранняя весна,рання весна,اوایل بهار,أوائل الربيع,2
191,A2,6,jahreszeiten,main,Sommer,der,,Noun,,,summer,yaz,лето,літо,تابستان,الصيف,1
192,A2,6,jahreszeiten,main,Herbst,der,,Noun,,,autumn / fall,sonbahar,осень,осінь,پاییز,الخريف,2
193,A2,6,jahreszeiten,main,Winter,der,,Noun,,,winter,kış,зима,зима,زمستان,الشتاء,1
194,A2,6,monat,section_title,Monat,der,-e,Noun,,,month,ay,месяц,місяць,ماه,شهر,2
195,A2,6,monat,main,Januar,der,,Noun,,,January,Ocak,январь,січень,ژانویه,يناير,2
196,A2,6,monat,main,Februar,der,,Noun,,,February,Şubat,февраль,лютий,فوریه,فبراير,3
197,A2,6,monat,main,März,der,,Noun,,,March,Mart,март,березень,مارس,مارس,1
198,A2,6,monat,main,April,der,,Noun,,,April,Nisan,апрель,квітень,آوریل,أبريل,1
199,A2,6,monat,main,Mai,der,,Noun,,,May,Mayıs,май,травень,مه,مايو,1
200,A2,6,monat,main,Juni,der,,Noun,,,June,Haziran,июнь,червень,ژوئن,يونيو,1
201,A2,6,monat,main,Juli,der,,Noun,,,July,Temmuz,июль,липень,ژوئیه,يوليو,1
202,A2,6,monat,main,August,der,,Noun,,,August,Ağustos,август,серпень,اوت,أغسطس,1
203,A2,6,monat,main,September,der,,Noun,,,September,Eylül,сентябрь,вересень,سپتامبر,سبتمبر,2
204,A2,6,monat,main,Oktober,der,,Noun,,,October,Ekim,октябрь,жовтень,اکتبر,أكتوبر,2
205,A2,6,monat,main,November,der,,Noun,,,November,Kasım,ноябрь,листопад,نوامبر,نوفمبر,2
206,A2,6,monat,main,Dezember,der,,Noun,,,December,Aralık,декабрь,грудень,دسامبر,ديسمبر,3
207,A2,6,tageszeiten,section_title,Tageszeit,die,-en,Noun,,,time of day,günün zamanı,время суток,час доби,وقت روز,وقت من اليوم,3
208,A2,6,tageszeiten,main,Tag,der,-e,Noun,,,day,gün,день,день,روز,يوم,1
209,A2,6,tageszeiten,main,Morgen,der,-,Noun,,,morning,sabah,утро,ранок,صبح,الصباح,1
210,A2,6,tageszeiten,main,Vormittag,der,-e,Noun,,,late morning,öğleden önce,позднее утро,пізній ранок,پیش از ظهر,الضحى / قبيل الظهر,3
211,A2,6,tageszeiten,main,Mittag,der,-e,Noun,,,noon / midday,öğle,полдень / середина дня,полудень,ظهر,الظهر / منتصف النهار,2
212,A2,6,tageszeiten,main,Nachmittag,der,-e,Noun,,,afternoon,öğleden sonra,после полудня,післяобідній час,بعد از ظهر,بعد الظهر,3
213,A2,6,tageszeiten,main,Abend,der,-e,Noun,,,evening,akşam,вечер,вечір,عصر,مساء,1
214,A2,6,tageszeiten,main,Nacht,die,¨-e,Noun,,,night,gece,ночь,ніч,شب,ليل,1
215,A2,6,tageszeiten,main,Mitternacht,die,,Noun,,,midnight,gece yarısı,полночь,опівніч,نیمه‌شب,منتصف الليل,3
216,A2,6,tageszeiten,main,täglich,,,Adverb,,,daily,günlük,ежедневно,щодня,روزانه,يومياً,2
217,A2,6,tageszeiten,main,tagsüber,,,Adverb,,,during the day,gün boyunca,днём,вдень,در طول روز,خلال النهار,2
218,A2,6,tageszeiten,main,morgens,,,Adverb,,,in the morning,sabahları,по утрам,вранці,صبح‌ها,في الصباح,2
219,A2,6,tageszeiten,main,vormittags,,,Adverb,,,in the late morning,öğleden önce,поздним утром,пізно вранці,پیش از ظهرها,في الضحى,3
220,A2,6,tageszeiten,main,mittags,,,Adverb,,,at noon,öğle vakti,в полдень,опівдні,ظهرها,عند الظهر,2
221,A2,6,tageszeiten,main,nachmittags,,,Adverb,,,in the afternoon,öğleden sonraları,после обеда / во второй половине дня,по обіді,بعد از ظهرها,في فترة بعد الظهر,3
222,A2,6,tageszeiten,main,abends,,,Adverb,,,in the evening,akşamları,по вечерам,увечері,عصرها,في المساء,2
223,A2,6,tageszeiten,main,nachts,,,Adverb,,,at night,geceleri,ночью,вночі,شب‌ها,في الليل,2
224,A2,7,zahlen,section_title,Zahlen,,,Noun,,,numbers,sayılar,числа,числа,اعداد,أرقام,1
225,A2,7,zahlen,main,eins,,,Number,,,one,bir,один,один,یک,واحد,1
226,A2,7,zahlen,main,zwei,,,Number,,,two,iki,два,два,دو,اثنان,1
227,A2,7,zahlen,main,drei,,,Number,,,three,üç,три,три,سه,ثلاثة,1
228,A2,7,zahlen,main,vier,,,Number,,,four,dört,четыре,чотири,چهار,أربعة,1
229,A2,7,zahlen,main,fünf,,,Number,,,five,beş,пять,п'ять,پنج,خمسة,1
230,A2,7,zahlen,main,sechs,,,Number,,,six,altı,шесть,шість,شش,ستة,1
231,A2,7,zahlen,main,sieben,,,Number,,,seven,yedi,семь,сім,هفت,سبعة,1
232,A2,7,zahlen,main,acht,,,Number,,,eight,sekiz,восемь,вісім,هشت,ثمانية,1
233,A2,7,zahlen,main,neun,,,Number,,,nine,dokuz,девять,дев'ять,نه,تسعة,1
234,A2,7,zahlen,main,zehn,,,Number,,,ten,on,десять,десять,ده,عشرة,1
235,A2,7,zahlen,main,elf,,,Number,,,eleven,on bir,одиннадцать,одинадцять,یازده,أحد عشر,1
236,A2,7,zahlen,main,zwölf,,,Number,,,twelve,on iki,двенадцать,дванадцять,دوازده,اثنا عشر,1
237,A2,7,zahlen,main,dreizehn,,,Number,,,thirteen,on üç,тринадцать,тринадцять,سیزده,ثلاثة عشر,2
238,A2,7,zahlen,main,vierzehn,,,Number,,,fourteen,on dört,четырнадцать,чотирнадцять,چهارده,أربعة عشر,2
239,A2,7,zahlen,main,fünfzehn,,,Number,,,fifteen,on beş,пятнадцать,п'ятнадцять,پانزده,خمسة عشر,2
240,A2,7,zahlen,main,sechzehn,,,Number,,,sixteen,on altı,шестьнадцать,шістнадцять,شانزده,ستة عشر,2
241,A2,7,zahlen,main,siebzehn,,,Number,,,seventeen,on yedi,семнадцать,сімнадцять,هفده,سبعة عشر,2
242,A2,7,zahlen,main,achtzehn,,,Number,,,eighteen,on sekiz,восемнадцать,вісімнадцять,هجده,ثمانية عشر,2
243,A2,7,zahlen,main,neunzehn,,,Number,,,nineteen,on dokuz,девятнадцать,дев'ятнадцять,نوزده,تسعة عشر,2
244,A2,7,zahlen,main,zwanzig,,,Number,,,twenty,yirmi,двадцать,двадцять,بیست,عشرون,2
245,A2,7,zahlen,main,einundzwanzig,,,Number,,,twenty-one,yirmi bir,двадцать один,двадцять один,بیست و یک,واحد وعشرون,3
246,A2,7,zahlen,main,dreißig,,,Number,,,thirty,otuz,тридцать,тридцять,سی,ثلاثون,2
247,A2,7,zahlen,main,vierzig,,,Number,,,forty,kırk,сорок,сорок,چهل,أربعون,2
248,A2,7,zahlen,main,fünfzig,,,Number,,,fifty,elli,пятьдесят,п'ятдесят,پنجاه,خمسون,2
249,A2,7,zahlen,main,sechzig,,,Number,,,sixty,altmış,шестьдесят,шістдесят,شصت,ستون,2
250,A2,7,zahlen,main,siebzig,,,Number,,,seventy,yetmiş,семьдесят,сімдесят,هفتاد,سبعون,2
251,A2,7,zahlen,main,achtzig,,,Number,,,eighty,seksen,восемьдесят,вісімдесят,هشتاد,ثمانون,2
252,A2,7,zahlen,main,neunzig,,,Number,,,ninety,doksan,девяносто,дев'яносто,نود,تسعون,2
253,A2,7,zahlen,main,hundert,,,Number,,,hundred,yüz,сто,сто,صد,مئة,2
254,A2,7,zahlen,main,hunderteins,,,Number,,,one hundred and one,yüz bir,сто один,сто один,صد و یک,مئة وواحد,3
255,A2,7,zahlen,main,zweihundert,,,Number,,,two hundred,iki yüz,двести,двісті,دویست,مئتان,3
256,A2,7,zahlen,main,tausend,,,Number,,,thousand,bin,тысяча,тисяча,هزار,ألف,2
257,A2,7,zahlen,main,zweitausendeins,,,Number,,,two thousand and one,iki bin bir,две тысячи один,дві тисячі один,دو هزار و یک,ألفان وواحد,3
258,A2,7,zahlen,main,Million,die,-en,Noun,,,million,milyon,миллион,мільйон,میلیون,مليون,3
259,A2,7,zahlen,main,erste,,,Number,,,first,birinci,первый,перший,اول,الأول,2
260,A2,7,zahlen,main,zweite,,,Number,,,second,ikinci,второй,другий,دوم,الثاني,2
261,A2,7,zahlen,main,dritte,,,Number,,,third,üçüncü,третий,третій,سوم,الثالث,2
262,A2,7,zahlen,main,vierte,,,Number,,,fourth,dördüncü,четвёртый,четвертий,چهارم,الرابع,2
263,A2,7,zahlen,main,erstens,,,Adverb,,,firstly,birincisi,во-первых,по-перше,اولاً,أولاً,3
264,A2,7,zahlen,main,zweitens,,,Adverb,,,secondly,ikincisi,во-вторых,по-друге,ثانیاً,ثانياً,3
265,A2,7,zahlen,main,drittens,,,Adverb,,,thirdly,üçüncüsü,в-третьих,по-третє,ثالثاً,ثالثاً,3
266,A2,7,zahlen,main,viertens,,,Adverb,,,fourthly,dördüncüsü,в-четвёртых,по-четверте,رابعاً,رابعاً,3
267,A2,7,zahlen,main,einmal,,,Adverb,,,once,bir kere,один раз,один раз,یک بار,مرة واحدة,1
268,A2,7,zahlen,main,zweimal,,,Adverb,,,twice,iki kere,два раза,двічі,دو بار,مرتان,2
269,A2,7,zahlen,main,dreimal,,,Adverb,,,three times,üç kez,три раза,тричі,سه بار,ثلاث مرات,2
270,A2,7,zahlen,main,viermal,,,Adverb,,,four times,dört kere,четыре раза,чотири рази,چهار بار,أربع مرات,2
271,A2,7,uhrzeit,section_title,Uhrzeit,die,,Noun,,,time of day,günün zamanı,время суток,час доби,ساعت / زمان,وقت اليوم,2
272,A2,7,uhrzeit,main,Sekunde,die,-n,Noun,,,second,saniye,секунда,секунда,ثانیه,ثانية,2
273,A2,7,uhrzeit,main,Minute,die,-n,Noun,,,minute,dakika,минута,хвилина,دقیقه,دقيقة,1
274,A2,7,uhrzeit,main,Stunde,die,-n,Noun,,,hour,saat,час,година,ساعت,ساعة,1
275,A2,7,woche,section_title,Wochentag,der,-e,Noun,,,weekday,hafta günü,день недели,день тижня,روز هفته,يوم من أيام الأسبوع,2
276,A2,7,woche,main,Wochenende,das,-n,Noun,,,weekend,hafta sonu,выходные,вихідні,آخر هفته,نهاية الأسبوع,2
277,A2,7,woche,main,Montag,der,,Noun,,,Monday,Pazartesi,понедельник,понеділок,دوشنبه,الاثنين,2
278,A2,7,woche,main,Dienstag,der,,Noun,,,Tuesday,Salı,вторник,вівторок,سه‌شنبه,الثلاثاء,3
279,A2,7,woche,main,Mittwoch,der,,Noun,,,Wednesday,Çarşamba,среда,середа,چهارشنبه,الأربعاء,2
280,A2,7,woche,main,Donnerstag,der,,Noun,,,Thursday,Perşembe,четверг,четвер,پنج‌شنبه,الخميس,3
281,A2,7,woche,main,Freitag,der,,Noun,,,Friday,Cuma,пятница,п'ятниця,جمعه,الجمعة,2
282,A2,7,woche,main,Samstag,der,,Noun,,,Saturday,Cumartesi,суббота,субота,شنبه,السبت,2
283,A2,7,woche,main,Sonntag,der,,Noun,,,Sunday,Pazar,воскресенье,неділя,یکشنبه,الأحد,2
284,A2,7,woche,sub,montags,,,Adverb,,,on Mondays,Pazartesileri,по понедельникам,по понеділках,دوشنبه‌ها,في أيام الاثنين,2
285,A2,7,woche,sub,dienstags,,,Adverb,,,on Tuesdays,Salı günleri,по вторникам,по вівторках,سه‌شنبه‌ها,في أيام الثلاثاء,3
286,A2,7,woche,sub,mittwochs,,,Adverb,,,on Wednesdays,Çarşamba günleri,по средам,по середах,چهارشنبه‌ها,في أيام الأربعاء,2
287,A2,7,woche,sub,donnerstags,,,Adverb,,,on Thursdays,Perşembe günleri,по четвергам,по четвергах,پنج‌شنبه‌ها,في أيام الخميس,3
288,A2,7,woche,sub,freitags,,,Adverb,,,on Fridays,Cuma günleri,по пятницам,по п'ятницях,جمعه‌ها,في أيام الجمعة,2
289,A2,7,woche,sub,samstags,,,Adverb,,,on Saturdays,Cumartesi günleri,по субботам,по суботах,شنبه‌ها,في أيام السبت,2
290,A2,7,woche,sub,sonntags,,,Adverb,,,on Sundays,Pazar günleri,по воскресеньям,по неділях,یکشنبه‌ها,في أيام الأحد,2
291,A2,7,woche,main,Arbeitstag,der,-e,Noun,,,working day,çalışма günü,рабочий день,робочий день,روز کاری,يوم عمل,3
292,A2,7,woche,sub,Werktag,der,-e,Noun,,,weekday / working day,hafta içi günü,будний день / рабочий день,будній день / робочий день,روز کاری / روز غیرتعطیل,يوم عمل / يوم أسبوع,2
293,A2,7,zeitmaße,section_title,Zeitmaß,das,-e,Noun,,,unit of time,zaman ölçüsü,единица времени,одиниця часу,واحد زمان,وحدة زمنية,2
294,A2,7,zeitmaße,main,Woche,die,-n,Noun,,,week,hafta,неделя,тиждень,هفته,أسبوع,1
295,A2,7,zeitmaße,main,Jahr,das,-e,Noun,,,year,yıl,год,рік,سال,سنة,1
296,A2,8,A,main,Angebot,das,-e,Noun,,,offer / deal,teklif,предложение / акция,пропозиція / акція,پیشنهاد / تخفیف,عرض / صفقة,2
297,A2,8,Ä,main,ändern,,,Verb,ändert,hat geändert,to change / alter,değiştirmek,менять / изменять,міняти / змінювати,تغییر دادن,يغيّر / يُعدِّل,2
298,A2,8,A,main,anders,,,Other,,,differently / otherwise,farklı,по-другому / иначе,по-іншому / інакше,به شکلی دیگر / متفاوت,بصورة مختلفة / بطريقة أخرى,2
299,A2,8,A,main,anfangen,,,Verb,fängt an,hat angefangen,to begin / start,başlamak,начинать,починати,شروع کردن,يبدأ / يشرع,2
300,A2,8,A,main,Anfang,der,¨-e,Noun,,,beginning,başlangıç,начало,початок,آغاز,بداية,1
301,A2,8,A,main,Angst,die,¨-e,Noun,,,fear / anxiety,korku,страх / тревога,страх / тривога,ترس / اضطراب,خوف / قلق,1
302,A2,8,A,main,ankommen,,,Verb,kommt an,,to arrive,varmak,прибывать,прибувати,رسیدن,يصل,1
303,A2,8,A,main,anmachen,,,Verb,macht an,hat angemacht,to turn on / switch on,açmak,включать,включати,روشن کردن,يُشغِّل / يفتح,2
304,A2,8,A,main,anmelden,,,Verb,,hat angemeldet,to register / log in,kaydolmak / giriş yapmak,регистрироваться / входить в систему,реєструватися / входити в систему,ثبت‌نام کردن / وارد شدن,يُسجِّل / يسجّل الدخول,3
305,A2,8,A,main,Anmeldung,die,-en,Noun,,,registration,kayıt,регистрация,реєстрація,ثبت‌نام,تسجيل,3
306,A2,8,A,main,anrufen,,,Verb,ruft an,hat angerufen,to call / phone,telefonla aramak,звонить,дзвонити,تلفن کردن,يتصل / يُهاتف,1
307,A2,8,A,main,Anruf,der,-e,Noun,,,phone call,telefon araması,телефонный звонок,телефонний дзвінок,تماس تلفنی,مكالمة هاتفية,1
308,A2,8,A,main,ansehen,,,Verb,sieht an,hat angesehen,to look at / watch,bakmak / izlemek,смотреть / смотреть на,дивитися / переглядати,نگاه کردن به / تماشا کردن,ينظر إلى / يشاهد,3
309,A2,8,A,main,antworten,,,Verb,antwortet,hat geantwortet,to answer,cevap vermek,отвечать,відповідати,پاسخ دادن,يُجيب,1
310,A2,8,A,main,Anzeige,die,-n,Noun,,,advertisement / notice,ilan / duyuru,объявление / уведомление,оголошення / повідомлення,آگهی / اعلان,إعلان / إشعار,3
311,A2,8,A,main,abgeben,,,Verb,gibt ab,,to hand in / submit,teslim etmek,сдавать / подавать,здавати / подавати,تحویل دادن,يُسلِّم / يُقدِّم,3
312,A2,8,A,main,abholen,,,Verb,holt ab,hat abgeholt,to pick up / collect,almak,забирать / получать,забирати / отримувати,تحویل گرفتن / برداشتن,يستلم / يجمع,3
313,A2,8,A,main,abschließen,,,Verb,,hat abgeschlossen,to lock / conclude,kilitlemek / sonuçlandırmak,запирать / завершать,запирати / завершувати,قفل کردن / به پایان رساندن,يُقفِل / يُنهي,3
314,A2,8,A,main,Adresse,die,-n,Noun,,,address,adres,адрес,адреса,نشانی,عنوان,2
315,A2,8,A,main,aktiv,,,Other,,,active,aktif,активный,активний,فعال,نشيط,2
316,A2,8,A,main,als,,,Other,,,as / when / than,olarak,как / когда / чем,як / коли / ніж,به عنوان / وقتی که / از,كـ / حين / من,1
317,A2,8,A,main,alt,,,Other,,,old,eski,старый,старий,پیر / قدیمی,قديم,1
318,A2,8,A,main,Alter,das,,Noun,,,age,yaş,возраст,вік,سن,سن / عمر,2
319,A2,8,A,main,an,,,Other,,,at / on / to,-de / -e,на / у / к,на / у / до,در / روی / به,في / على / إلى,1
320,A2,8,A,main,anbieten,,,Verb,bietet an,,to offer,teklif etmek,предлагать,пропонувати,پیشنهاد کردن,يعرض,3
321,A2,9,A,main,aus,,,Other,,,from / out of,den / dışarı,из / изнутри,з / із,از / بیرون از,من / خارج,1
322,A2,9,A,main,Ausbildung,die,-en,Noun,,,training / apprenticeship,eğitim / çıraklık,обучение / профессиональная подготовка,навчання / професійна підготовка,آموزش حرفه‌ای / کارآموزی,تدريب / تأهيل مهني,3
323,A2,9,A,main,Ausflug,der,¨-e,Noun,,,excursion / day trip,gezi / piknik,экскурсия / поездка на день,екскурсія / поїздка на день,گردش / سفر یک‌روزه,رحلة / نزهة يومية,3
324,A2,9,A,main,ausfüllen,,,Verb,,,to fill in,doldurmak,заполнять,заповнювати,پر کردن,يملأ,3
325,A2,9,A,main,Ausgang,der,¨-e,Noun,,,exit,çıkış,выход,вихід,خروجی,مخرج,3
326,A2,9,A,main,ausgehen,,,Verb,geht aus,,to go out,dışarı çıkmak,выходить / гулять,виходити / гуляти,بیرون رفتن,يخرج,2
327,A2,9,A,main,Auskunft,die,¨-e,Noun,,,information,bilgi,информация,інформація,اطلاعات,معلومات,3
328,A2,9,A,main,Ausland,das,,Noun,,,abroad,yurt dışı,за границей,за кордоном,خارج از کشور,الخارج / خارج البلاد,3
329,A2,9,A,main,auspacken,,,Verb,packt aus,hat ausgepackt,to unpack,açmak (paketi),распаковывать,розпаковувати,باز کردن بسته / از بسته درآوردن,يفتح الحقائب / يفك التغليف,3
330,A2,9,A,main,ausruhen,,,Verb,ruht aus,,to rest / relax,dinlenmek,отдыхать / расслабляться,відпочивати / розслаблятися,استراحت کردن / آرام گرفتن,يستريح / يرتاح,3
331,A2,9,A,main,aussehen,,,Verb,sieht aus,,to look / appear,görünmek,выглядеть / казаться,виглядати / здаватися,به نظر رسیدن,يبدو / يظهر,1
332,A2,9,A,main,außer,,,Other,,,except / besides,dışında / hariç,кроме / помимо,окрім / крім,به جز / علاوه بر,إلا / باستثناء / علاوة على,3
333,A2,9,A,main,aussprechen,,,Verb,spricht aus,hat ausgesprochen,to pronounce,telaffuz etmek,произносить,вимовляти,تلفظ کردن,ينطق,3
334,A2,9,A,main,aussteigen,,,Verb,steigt aus,,to get off (vehicle),inmek (taşıttan),выходить (из транспорта),виходити (з транспорту),پیاده شدن,ينزل من (مركبة),3
335,A2,9,A,main,Ausstellung,die,-en,Noun,,,exhibition,sergi,выставка,виставка,نمایشگاه,معرض,3
336,A2,9,A,main,Ausweis,der,-e,Noun,,,ID card,kimlik,удостоверение личности,посвідчення особи,کارت شناسایی,بطاقة هوية,3
337,A2,9,A,main,Auto,das,-s,Noun,,,car,araba,автомобиль,автомобіль,ماشین,سيارة,1
338,A2,9,A,main,arbeiten,,,Verb,arbeitet,hat gearbeitet,to work,çalışmak,работать,працювати,کار کردن,يعمل,1
339,A2,9,A,main,Arbeit,die,-en,Noun,,,work / job,iş / meslek,работа / труд,робота / праця,کار / شغل,عمل / وظيفة,1
340,A2,9,Ä,main,ärgern,,,Verb,arm,,to annoy / get angry,kızdırmak / sinirlendirmek,злиться / раздражать,дратувати / злитися,عصبانی کردن / عصبانی شدن,يُغضب / يغضب,3
341,A2,9,A,main,auch,,,Other,,,also / too,de / ayrıca,также / тоже,також / теж,همچنین / هم,أيضاً / كذلك,1
342,A2,9,A,main,auf,,,Other,,,on / onto / open,üzerinde / üzerine / açık,на / на поверхность / открытый,на / на поверхню / відкритий,روی / به روی / باز,على / فوق / مفتوح,1
343,A2,9,A,main,auf,,,Other,,,on / up (prefix),üstünde / -e (önek),на / вверх (приставка),на / вгору (префікс),بالا / بر,على / للأعلى (بادئة),1
344,A2,9,A,main,aufhören,,,Verb,,,to stop / quit,bırakmak / durmak,прекращать / бросать,припиняти / кидати,متوقف کردن / دست کشیدن,يتوقف / يترك,3
345,A2,9,A,main,aufmachen,,,Verb,macht auf,hat aufgemacht,to open,açmak,открывать,відкривати,باز کردن,يفتح,2
346,A2,9,A,main,aufpassen,,,Verb,passt auf,hat aufgepasst,to pay attention / watch out,dikkat etmek,быть внимательным / остерегаться,уважно стежити / остерігатися,توجه کردن / مواظب بودن,ينتبه / يحذر,3
347,A2,9,A,main,aufräumen,,,Verb,räumt auf,hat aufgeräumt,to tidy up,toparlamak / temizlemek,убирать / приводить в порядок,прибирати / наводити порядок,مرتب کردن / جمع‌وجور کردن,يُرتِّب / يُنظِّم,3
348,A2,9,A,main,aufregend,,,Other,,,exciting,heyecan verici,захватывающий,захоплюючий,هیجان‌انگیز,مثير,3
349,A2,9,A,main,aufstehen,,,Verb,steht auf,ist aufgestan,to get up,kalkmak,вставать,вставати,از جا بلند شدن,يستيقظ / ينهض,3
350,A2,9,A,main,Aufzug,der,¨-e,Noun,,,elevator / lift,asansör,лифт,ліфт,آسانسور,مصعد,3
351,A2,9,A,main,Auge,das,-n,Noun,,,eye,göz,глаз,око,چشم,عين,1
352,A2,10,B,main,beenden,,,Verb,beendet,hat beendet,to end / finish,bitirmek,заканчивать,закінчувати / завершувати,تمام کردن / پایان دادن,يُنهي / ينتهي من,3
353,A2,10,B,main,beginnen,,,Verb,beginnt,hat begonnen,to begin,başlamak,начинаться,починати,شروع کردن,يبدأ,2
354,A2,10,B,main,begründen,,,Verb,begründet,hat begründet,to give reasons / justify,gerekçelendirmek,обосновывать / оправдывать,обґрунтовувати / виправдовувати,دلیل آوردن / توجیه کردن,يُبرِّر / يُعلِّل,3
355,A2,10,B,main,bei,,,Other,,,at / near / with,yanında / ile,у / около / с,біля / з / при,نزد / کنار / با,في / عند / لدى,1
356,A2,10,B,main,beide,,,Other,,,both,her ikisi,оба,обидва / обидві,هر دو,كلاهما,2
357,A2,10,B,main,Bein,das,-e,Noun,,,leg,bacak,нога,нога,پا,ساق,2
358,A2,10,B,main,bekannt,,,Other,,,known / familiar,tanınmış / bilinen,известный / знакомый,відомий / знайомий,شناخته‌شده / آشنا,معروف / مألوف,2
359,A2,10,B,main,bekommen,,,Verb,bekommt,hat benutzt,to get / receive,almak / elde etmek,получать,отримувати,دریافت کردن / گرفتن,يحصل على / يستقبل,2
360,A2,10,B,main,bequem,,,Other,,,comfortable,rahat,удобный,зручний,راحت,مريح,3
361,A2,10,B,main,beraten,,,Verb,berät,,to advise,tavsiye etmek,советовать,радити,مشاوره دادن / راهنمایی کردن,يُشير بـ / ينصح,3
362,A2,10,B,main,Berg,der,-e,Noun,,,mountain,dağ,гора,гора,کوه,جبل,1
363,A2,10,B,main,berichten,,,Verb,berichtet,hat berichtet,to report,rapor etmek / bildirmek,сообщать / докладывать,повідомляти / доповідати,گزارش دادن / اطلاع دادن,يُقرِّر / يُبلِّغ,3
364,A2,10,B,main,Beruf,der,-e,Noun,,,profession / job,meslek / iş,профессия / работа,професія / робота,حرفه / شغل,مهنة / وظيفة,2
365,A2,10,B,main,beschreiben,,,Verb,,,to describe,tanımlamak,описывать,описувати,توصیف کردن,يصف,3
366,A2,10,B,main,beschweren,,,Verb,beschwert,,to complain,şikayet etmek,жаловаться,скаржитися,شکایت کردن,يشكو,3
367,A2,10,B,main,Baby,das,-s,Noun,,,baby,bebek,малыш,малюк,نوزاد,رضيع,1
368,A2,10,B,main,backen,,,Verb,,hat gebacken,to bake,fırınlamak / pişirmek,печь,пекти,پختن,يخبز,3
369,A2,10,B,main,Bäckerei,die,-en,Noun,,,bakery,fırın (ekmekçi),пекарня,пекарня,نانوایی,مخبز,3
370,A2,10,B,main,baden,,,Verb,badet,hat gebadet,to bathe,yıkanmak,купаться,купатися,حمام کردن / شنا کردن,يستحم,2
371,A2,10,B,main,Bahn,die,-en,Noun,,,train / railway,tren / demiryolu,поезд / железная дорога,поїзд / залізниця,قطار / راه‌آهن,قطار / سكة الحديد,1
372,A2,10,B,main,Bahnhof,der,¨-e,Noun,,,train station,tren garı,вокзал,вокзал,ایستگاه قطار,محطة القطار,3
373,A2,10,B,main,Balkon,der,-e,Noun,,,balcony,balkon,балкон,балкон,بالکن,شرفة,2
374,A2,10,B,main,Bank,die,-en,Noun,,,bank (financial),banka,банк,банк,بانک,بنك (مالي),2
375,A2,10,B,main,Bank,die,¨-e,Noun,,,bench,oturak / bank,скамейка,лавка,نیمکت,مقعد,2
376,A2,10,B,main,Bauch,der,¨-e,Noun,,,stomach / belly,göbek / karın,живот / брюхо,живіт / черево,شکم,بطن / معدة,2
377,A2,10,B,main,Baum,der,¨-e,Noun,,,tree,ağaç,дерево,дерево,درخت,شجرة,2
378,A2,10,B,main,Baustelle,die,-n,Noun,,,construction site,inşaat alanı,стройка,будівельний майданчик,محل ساخت‌وساز,موقع بناء,3
379,A2,10,B,main,bedanken,,,Verb,bedankt,,to thank / express gratitude,teşekkür etmek,благодарить / выражать благодарность,дякувати / висловлювати подяку,تشکر کردن / قدردانی کردن,يشكر / يُعرِب عن الامتنان,3
380,A2,10,B,main,bedeuten,,,Verb,bedeutet,hat bedeutet,to mean,anlamına gelmek,значить,означати,معنی دادن / به معنی بودن,يعني,3
381,A2,10,B,main,beeilen,,,Verb,beeilt,,to hurry,acele etmek,торопиться,поспішати,عجله کردن,يتعجّل,3
382,A2,11,B,main,bleiben,,,Verb,bleibt,,to stay / remain,kalmk / kalmak,оставаться,залишатися,ماندن,يبقى / يظل,1
383,A2,11,B,main,Bleistift,der,-e,Noun,,,pencil,kurşun kalem,карандаш,олівець,مداد,قلم رصاص,3
384,A2,11,B,main,braten,,,Verb,brät,,to fry / roast,kızartmak / kavurmak,жарить / запекать,смажити / запікати,سرخ کردن / بریان کردن,يقلي / يشوي,2
385,A2,11,B,main,brauchen,,,Verb,braucht,,to need,ihtiyaç duymak,нуждаться,потребувати,نیاز داشتن,يحتاج,1
386,A2,11,B,main,Brief,der,-e,Noun,,,letter,mektup,письмо,лист,نامه,رسالة / خطاب,1
387,A2,11,B,main,bringen,,,Verb,bringt,,to bring,getirmek,приносить,приносити,آوردن,يُحضِر,1
388,A2,11,B,main,Brot,das,-e,Noun,,,bread,ekmek,хлеб,хліб,نان,خبز,1
389,A2,11,B,main,Brötchen,das,-,Noun,,,bread roll,poğaça / küçük ekmek,булочка,булочка,نان کوچک / نان گرد,خبز صغير / كعك صغير,1
390,A2,11,B,main,Buch,das,¨-er,Noun,,,book,kitap,книга,книга,کتاب,كتاب,1
391,A2,11,B,main,buchen,,,Verb,bucht,hat gebucht,to book / reserve,rezerve etmek,бронировать / заказывать,бронювати / резервувати,رزرو کردن,يحجز,3
392,A2,11,B,main,Buchstabe,der,-n,Noun,,,letter (of the alphabet),harf,буква,буква,حرف,حرف (من الأبجدية),3
393,A2,11,B,main,bunt,,,Other,,,colorful,renkli,разноцветный,барвистий,رنگارنگ,ملوَّن,2
394,A2,11,B,main,Büro,das,-s,Noun,,,office,ofis,офис,офіс,دفتر / اداره,مكتب,1
395,A2,11,B,main,Bus,der,-se,Noun,,,bus,otobüs,автобус,автобус,اتوبوس,حافلة,1
