id,level,source_page,section,entry_type,word,article,plural,word_type,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
186,A1,10,A,sub,Ausländer,der,-,Noun,foreigner,yabancı,иностранец,іноземець,خارجی,أجنبي,9,18,Er ist Ausländer.
187,A1,10,A,sub,ausländisch,,,Other,foreign,yabancı,иностранный,іноземний,خارجی,أجنبي,10,18,Das Essen ist ausländisch.
188,A1,10,A,main,ausmachen,,,Verb,to switch off,kapatmak,выключать,вимикати,خاموش کردن,يطفئ,9,17,Mach das Licht aus.
189,A1,10,A,main,Aussage,die,-n,Noun,statement,ifade / açıklama,утверждение / высказывание,твердження,اظهار,تصريح,8,13,Die Aussage ist klar.
190,A1,10,A,main,aussehen,,,Verb,to look / appear,görünmek,выглядеть,виглядати,به نظر رسیدن,يبدو / يظهر,9,21,Du siehst müde aus.
191,A1,10,A,main,aus sein,,,Other,to be off / finished,kapalı olmak / bitmiş olmak,быть выключенным / закончиться,бути вимкненим,خاموش بودن / پایان یافتن,يكون مطفأً / منتهياً,8,21,Der Fernseher ist aus.
192,A1,10,A,main,aussteigen,,,Verb,to get off (vehicle),inmek (taşıttan),выходить (из транспорта),виходити (з транспорту),پیاده شدن,ينزل من (المركبة),9,11,Wir steigen hier aus.
193,A1,10,A,main,Ausweis,der,,Noun,ID card,kimlik kartı,удостоверение личности,посвідчення особи,کارت شناسایی,بطاقة هوية,8,18,Zeig deinen Ausweis bitte.
194,A1,10,A,main,ausziehen,,,Verb,to move out / take off (clothes),taşınmak / (elbise) çıkarmak,съезжать / снимать (одежду),переїжджати / знімати (одяг),نقل مکان کردن / درآوردن,ينتقل / يخلع (ملابس),9,7,Ich ziehe die Schuhe aus.
195,A1,10,A,main,Autobahn,die,-en,Noun,highway / motorway,otoyol,автомагистраль,автомагістраль,بزرگراه,طريق سريع,9,11,Wir fahren auf der Autobahn.
196,A1,10,A,main,Automat,der,,Noun,vending machine,otomat,торговый автомат,автомат,دستگاه فروش خودکار,آلة بيع,8,17,Der Automat gibt Getränke.
197,A1,10,A,main,automatisch,,,Other,automatic,otomatik,автоматический,автоматичний,خودکار,تلقائي,10,17,Das Tor schließt automatisch.
198,A1,11,B,main,Baby,das,-s,Noun,baby,bebek,младенец,немовля,نوزاد,رضيع,1,13,Das Baby schläft.
199,A1,11,B,main,Bäckerei,die,,Noun,bakery,fırın / pastane,пекарня,пекарня,نانوایی,مخبز,9,5,Ich kaufe Brot in der Bäckerei.
200,A1,11,B,main,Bad,das,,Noun,bathroom,banyo,ванная,ванна кімната,حمام,حمّام,1,6,Das Bad ist sauber.
201,A1,11,B,main,baden,,,Verb,to bathe,yıkanmak,купаться,купатися,حمام کردن,يستحم,4,21,Wir baden im See.
202,A1,11,B,main,Bahn,die,,Noun,train / railway,treni / demiryolu,поезд / железная дорога,поїзд / залізниця,قطار,قطار / سكة حديد,1,11,Die Bahn ist pünktlich.
203,A1,11,B,main,Bahnhof,der,,Noun,train station,tren istasyonu,вокзал,вокзал,ایستگاه قطار,محطة القطار,6,11,Der Bahnhof ist groß.
204,A1,11,B,main,Bahnsteig,der,,Noun,platform,peron,платформа,платформа,سکو,رصيف,9,11,Der Bahnsteig ist voll.
205,A1,11,B,main,bald,,,Other,soon,yakında,скоро,незабаром,به زودی,قريباً,4,2,Bis bald!
206,A1,11,B,main,Balkon,der,,Noun,balcony,balkon,балкон,балкон,بالکن,شرفة,5,6,Auf dem Balkon sind Blumen.
207,A1,11,B,main,Banane,die,-n,Noun,banana,muz,банан,банан,موز,موز,3,5,Ich esse eine Banane.
208,A1,11,B,main,Bank,die,,Noun,bank,banka,банк,банк,بانک,بنك,1,12,Die Bank ist geschlossen.
209,A1,11,B,main,bar,,,Other,cash,peşin / nakit,наличными,готівка,نقدی,نقداً,4,21,Ich bezahle bar.
210,A1,11,B,main,Bauch,der,,Noun,stomach / belly,karın,живот,живіт,شکم,معدة / بطن,2,4,Mein Bauch tut weh.
211,A1,11,B,main,Baum,der,"-ä, e",Noun,tree,ağaç,дерево,дерево,درخت,شجرة,1,14,Der Baum ist hoch.
212,A1,11,B,main,Beamte,der,-n,Noun,civil servant,memur,чиновник,державний службовець,کارمند دولتی,موظف حكومي,8,8,Der Beamte arbeitet im Amt.
213,A1,11,B,main,bedeuten,,,Verb,to mean,anlamına gelmek,значить / означать,означати,معنی دادن,يعني,9,21,Was bedeutet dieses Wort?
214,A1,11,B,main,beginnen,,,Verb,to begin,başlamak,начинать,починати,شروع کردن,يبدأ,7,2,Wir beginnen die Stunde.
215,A1,11,B,main,bei,,,Other,at / near / with,yanında / ile,у / при / возле,біля / поруч / з,در/نزدیک/با,عند / قرب / مع,1,21,Ich bin bei meinem Freund.
216,A1,11,B,main,beide,,,Other,both,her ikisi,оба,обидва,هر دو,كلاهما,4,21,Beide Kinder spielen.
217,A1,11,B,main,Bein,das,-e,Noun,leg,bacak,нога,нога,پا,ساق,1,4,Er hat ein gebrochenes Bein.
218,A1,11,B,main,Beispiel,das,-e,Noun,example,örnek,пример,приклад,مثال,مثال,7,13,Das ist ein gutes Beispiel.
219,A1,11,B,main,bekannt,,,Other,known / familiar,tanınmış / bilinen,известный,відомий,شناخته شده,معروف / مألوف,6,3,Der Ort ist bekannt.
220,A1,11,D,main,der,,,Other,the (masculine article),belirli artikel (eril),определённый артикль der,означений артикль (чоловічий),آرتیکل معین (مذکر) 'der',الـ (أداة التعريف المذكر),1,21,Der Mann heißt Klaus.
221,A1,11,D,main,die,,,Other,the (feminine article),belirli artikel (dişil),определённый артикль die,означений артикль (жіночий),آرتیکل معین (مؤنث) 'die',الـ (أداة التعريف المؤنث),1,21,Die Frau heißt Maria.
222,A1,11,D,main,das,,,Other,the (neuter article) / that,"belirli artikel (nötr) / şu, o",определённый артикль das / то,означений артикль (середній) / той,آرتیکل معین (نُتر) 'das',الـ (أداة التعريف المحايد) / ذلك,1,21,Das Haus ist neu.
223,A1,11,B,main,bekommen,,,Verb,to get / receive,almak / teslim almak,получать,отримувати,گرفتن,يحصل على / يتلقى,7,21,Ich bekomme ein Geschenk.
224,A1,11,B,main,benutzen,,,Verb,to use,kullanmak,использовать,використовувати,استفاده کردن,يستخدم,9,21,Benutz das Handy bitte.
225,A1,11,B,main,Beruf,der,-e,Noun,profession / occupation,meslek,профессия,професія,شغل,مهنة / وظيفة,8,8,Welchen Beruf hast du?
226,A1,11,B,main,besetzt,,,Other,occupied / busy,meşgul / dolu,занято / занятый,зайнятий,مشغول,مشغول / مأخوذ,6,21,Die Leitung ist besetzt.
227,A1,11,B,main,besichtigen,,,Verb,to visit (a sight),gezilecek yerleri gezmek,осматривать (достопримечательности),оглядати (пам'ятки),بازدید کردن,يزور (معلماً سياحياً),10,10,Wir besichtigen das Museum.
228,A1,11,B,main,besser,,,Other,better,daha iyi,лучше,краще,بهتر,أفضل,5,21,Heute ist es besser.
229,A1,11,B,main,best-,,,Other,best- (prefix),en iyi- (önek),лучший- (приставка),най- (префікс),بهترین-,الأفضل- (بادئة),4,21,Das ist das beste Angebot.
230,A1,11,B,main,bestellen,,,Verb,to order,sipariş vermek,заказывать,замовляти,سفارش دادن,يطلب,9,5,Ich möchte einen Tisch bestellen.
231,A1,11,B,main,besuchen,,,Verb,to visit,ziyaret etmek,посещать,відвідувати,ملاقات کردن,يزور,9,21,Ich besuche meine Freunde.
232,A1,11,B,main,Bett,das,-en,Noun,bed,yatak,кровать,ліжко,تخت,سرير,1,6,Das Bett ist bequem.
233,A1,11,B,main,bezahlen,,,Verb,to pay,ödemek,платить,платити,پرداخت کردن,يدفع,9,12,Ich bezahle die Rechnung.
234,A1,11,B,main,Bier,das,,Noun,beer,bira,пиво,пиво,آبجو,بيرة,1,5,Er trinkt ein Bier.
235,A1,11,B,main,Bild,das,-er,Noun,picture / image,resim / görüntü,изображение / картина,зображення,تصویر,صورة / لقطة,1,16,Das Bild hängt an der Wand.
236,A1,11,B,main,billig,,,Other,cheap,ucuz,дешёвый,дешевий,ارزان,رخيص,5,12,Das Hemd ist billig.
237,A1,12,B,main,Birne,die,-n,Noun,pear,armut,груша,груша,گلابی,كمثرى,4,5,Die Birne ist süß.
238,A1,12,B,main,bis,,,Other,until / up to,kadar,до,до,تا,حتى / إلى,1,21,Ich bleibe bis Montag.
239,A1,12,B,main,bisschen,,,Other,a little / a bit,biraz,немного,трохи,کمی,قليلاً / بعض الشيء,7,21,Ich spreche nur ein bisschen Deutsch.
240,A1,12,B,main,bitte,,,Other,please / you're welcome,lütfen / rica ederim,пожалуйста / не за что,будь ласка / нема за що,لطفاً / خواهش می‌کنم,من فضلك / عفواً,2,21,Bitte hilf mir.
241,A1,12,B,sub,Bitte,die,-n,Noun,request,rica / talep,просьба,прохання,درخواست,طلب,2,21,Die Bitte war höflich.
242,A1,12,B,sub,bitten,,,Verb,to ask / request,rica etmek / istemek,просить,просити,درخواست کردن,يطلب,5,21,Ich bitte um Hilfe.
243,A1,12,B,main,bitter,,,Other,bitter,acı,горький,гіркий,تلخ,مُرّ,5,5,Der Kaffee ist bitter.
244,A1,12,B,main,bleiben,,,Verb,to stay / remain,kalmak,оставаться,залишатися,ماندن,يبقى / يظل,6,21,Ich bleibe zu Hause.
245,A1,12,B,main,Bleistift,der,-e,Noun,pencil,kurşun kalem,карандаш,олівець,مداد,قلم رصاص,9,9,Ich schreibe mit dem Bleistift.
246,A1,12,B,main,Blick,der,,Noun,look / glance,bakış,взгляд,погляд,نگاه,نظرة / لمحة,8,21,Ein Blick aus dem Fenster.
247,A1,12,B,main,Blume,die,-n,Noun,flower,çiçek,цветок,квітка,گل,زهرة,2,14,Die Blume ist schön.
248,A1,12,B,main,Bogen,der,,Noun,sheet,kağıt yaprağı,лист,аркуш,برگه,ورقة,8,13,Schreib auf den Bogen.
249,A1,12,B,main,böse,,,Other,angry / mean,kızgın / kötü,злой / сердитый,злий / сердитий,عصبانی / بدجنس,غاضب / شرير,4,19,Er ist böse.
250,A1,12,B,main,brauchen,,,Verb,to need,ihtiyacı olmak / gerek duymak,нуждаться,потребувати,نیاز داشتن,يحتاج,7,21,Ich brauche Wasser.
251,A1,12,B,main,breit,,,Other,wide / broad,geniş,широкий,широкий,پهن / عریض,واسع / عريض,4,21,Die Straße ist breit.
252,A1,12,B,main,Brief,der,-e,Noun,letter,mektup,письмо,питання,نامه,رسالة,4,13,Ich schreibe einen Brief.
253,A1,12,B,main,Briefmarke,die,-n,Noun,stamp,posta pulu,почтовая марка,поштова марка,تمبر,طابع بريدي,9,13,Kauf eine Briefmarke.
254,A1,12,B,main,bringen,,,Verb,to bring,getirmek,приносить,приносити,آوردن,يحضر,6,21,Bring mir bitte das Buch.
255,A1,12,B,main,Brot,das,-e,Noun,bread,ekmek,хлеб,хліб,نان,خبز,1,5,Ich esse gern Brot.
256,A1,12,B,main,Brötchen,das,-,Noun,bread roll,küçük ekmek / sandviç ekmeği,булочка,булочка,نان کوچک,خبز صغير,9,5,Zum Frühstück esse ich Brötchen.
257,A1,12,B,main,Bruder,der,¨-er,Noun,brother,erkek kardeş,брат,брат,برادر,أخ,3,3,Mein Bruder heißt Thomas.
258,A1,12,B,main,Buch,das,"-ü, er",Noun,book,kitap,книга,книга,کتاب,كتاب,1,13,Das Buch liegt auf dem Tisch.
259,A1,12,B,main,Buchstabe,der,-n,Noun,letter (alphabet),harf,буква,літера,حرف,حرف (أبجدية),9,9,Der erste Buchstabe ist A.
260,A1,12,B,main,buchstabieren,,,Verb,to spell,harf harf söylemek,произносить по буквам,вимовляти по літерах,هجی کردن,يُهجّئ,10,13,Bitte buchstabiere deinen Namen.
261,A1,12,B,main,Bus,der,-se,Noun,bus,otobüs,автобус,автобус,اتوبوس,حافلة,1,11,Der Bus kommt gleich.
262,A1,12,B,main,Butter,die,,Noun,butter,tereyağı,масло,масло,کره,زبدة,3,5,Ich mag Butter auf dem Brot.
263,A1,12,C,main,Café,das,-s,Noun,cafe,kafe,кафе,кафе,کافه,مقهى,1,5,Wir treffen uns im Café.
264,A1,12,C,main,CD,die,-s,Noun,CD,CD,компакт-диск,компакт-диск,سی‌دی,قرص مضغوط,1,16,Die CD ist alt.
265,A1,12,C,main,Chef,der,,Noun,boss / manager,patron / yönetici,начальник / шеф,начальник / шеф,رئیس,رئيس / مدير,1,8,Der Chef ist nett.
266,A1,12,C,main,circa,,,Other,approximately,yaklaşık olarak,приблизительно,приблизно,تقریباً,تقريباً,4,1,Es dauert circa eine Stunde.
267,A1,12,C,main,ca.,,,Other,approx.,yaklaşık,прибл.,прибл.,حدوداً,تقريباً,4,13,Die Entfernung ist ca. 5 km.
268,A1,12,C,main,Computer,der,-,Noun,computer,bilgisayar,компьютер,комп'ютер,رایانه,حاسوب,7,17,Der Computer ist an.
269,A1,12,D,main,da,,,Other,there,orada,там,там,آنجا,هناك,1,21,Da ist ein Stift.
270,A1,12,D,main,Dame,die,-n,Noun,lady,hanım,дама,пані,بانو,سيدة,4,3,Die Dame liest ein Buch.
271,A1,13,D,main,daneben,,,Other,next to it / beside,yanında,рядом / рядом с этим,поруч / біля цього,کنار آن,بجانبه / إلى جانبه,8,21,Das Glas steht daneben.
272,A1,13,D,main,danken,,,Verb,to thank,teşekkür etmek,благодарить,дякувати,تشکر کردن,يشكر,5,21,Ich danke dir.
273,A1,13,D,sub,Dank,der,,Noun,thanks,teşekkür,благодарность,подяка,تشکر,شكر,1,21,Mein Dank geht an dich.
274,A1,13,D,sub,danke,,,Other,thanks,teşekkürler,спасибо,дякую,ممنون,شكراً,1,21,Danke für deine Hilfe.
275,A1,13,D,main,dann,,,Other,then,sonra / o zaman,тогда,тоді,سپس,ثم / بعد ذلك,1,21,Dann gehen wir los.
276,A1,13,D,main,Datum,das,,Noun,date,tarih,дата,дата,تاریخ,تاريخ,8,1,Schreib das Datum auf.
277,A1,13,D,main,dauern,,,Verb,to last / take time,sürmek,длиться,тривати,طول کشیدن,يستغرق / يدوم,5,2,Die Reise dauert drei Stunden.
278,A1,13,D,main,dein-,,,Other,your,senin / senin-,твой,твій,مال تو / تو-,خاصتك / الـ- (ملكية للمفرد),4,21,Dein Buch liegt hier.
279,A1,13,D,main,denn,,,Other,because / then,çünkü / öyleyse,потому что / же,тому що / ж,زیرا / پس,لأن / إذن,4,21,Ich bleibe, denn es regnet.
280,A1,13,D,main,der,,,Other,the (masculine article),belirli artikel (eril),определённый артикль der,означений артикль (чоловічий),آرتیکل معین (مذکر) 'der',الـ (أداة التعريف المذكر),1,21,Der Hund schläft.
281,A1,13,D,main,die,,,Other,the (feminine article),belirli artikel (dişil),определённый артикль die,означений артикль (жіночий),آرتیکل معین (مؤنث) 'die',الـ (أداة التعريف المؤنث),1,21,Die Katze schläft.
282,A1,13,D,main,das,,,Other,the (neuter article) / that,"belirli artikel (nötr) / şu, o",определённый артикль das / то,означений артикль (середній) / той,آرتیکل معین (نُتر) 'das',الـ (أداة التعريف المحايد) / ذلك,1,21,Das Kind spielt.
283,A1,13,D,main,dich,,,Other,you (accusative),seni,тебя,тебе,تو را,إياك (مفعول به),1,21,Ich sehe dich morgen.
284,A1,13,D,main,dies-,,,Other,this-,bu-,этот-,цей-,این-,هذا- / هذه-,2,21,Dieses Wort beginnt mit dies-.
285,A1,13,D,main,dir,,,Other,to you,sana,тебе,тобі,به تو,لك / إليك,1,21,Ich gebe dir das Buch.
286,A1,13,D,main,Disco,die,,Noun,disco / club,disko,дискотека,дискотека,دیسکو,ديسكو / نادٍ,4,15,Wir gehen in die Disco.
287,A1,13,D,main,Doktor,der,,Noun,doctor,doktor,доктор,лікар / доктор,دکتر,دكتور,5,8,Der Doktor ist im Krankenhaus.
288,A1,13,D,main,Doppelzimmer,das,,Noun,double room,çift kişilik oda,двухместный номер,двомісний номер,اتاق دونفره,غرفة مزدوجة,10,10,Wir haben ein Doppelzimmer gebucht.
289,A1,13,D,main,Dorf,das,"-ö, er",Noun,village,köy,деревня,село,روستا,قرية,4,20,Das Dorf ist klein.
290,A1,13,D,main,dort,,,Other,there,orada,там,там,آنجا,هناك,1,21,Dort ist der See.
291,A1,13,D,main,draußen,,,Other,outside,dışarıda,снаружи / на улице,надворі / зовні,بیرون,خارج,6,21,Wir spielen draußen.
292,A1,13,D,main,drucken,,,Verb,to print,yazdırmak,печатать,друкувати,چاپ کردن,يطبع,6,17,Druck das Dokument aus.
293,A1,13,D,sub,Drucker,der,-,Noun,printer,yazıcı,принтер,принтер,چاپگر,طابعة,8,17,Der Drucker ist kaputt.
294,A1,13,D,main,drücken,,,Verb,to press,basmak,нажимать,натискати,فشار دادن,يضغط,8,21,Drück den Knopf.
295,A1,13,D,main,durch,,,Other,through,içinden / boyunca,через,через,از میان / از طریق,عبر / من خلال,2,21,Geh durch die Tür.
296,A1,13,D,main,Durchsage,die,-n,Noun,announcement,anons,объявление,оголошення,اعلام,إعلان,9,13,Die Durchsage ist wichtig.
297,A1,13,D,main,dürfen,,,Verb,to be allowed to / may,izinli olmak / -ebilmek,мочь / иметь право,мати дозвіл / могти,اجازه داشتن,يُسمح له / يجوز,5,21,Du darfst hier nicht rauchen.
298,A1,13,D,main,Durst,der,,Noun,thirst,susuzluk,жажда,спрага,تشنگی,عطش,4,5,Ich habe Durst.
299,A1,13,D,main,duschen,,,Verb,to shower,duş almak,принимать душ,приймати душ,دوش گرفتن,يستحم (بالدش),8,21,Ich dusche jeden Morgen.
300,A1,13,D,sub,Dusche,die,,Noun,shower,duş,душ,душ,دوش,دش,8,6,Die Dusche ist warm.
301,A1,13,E,main,Ecke,die,-n,Noun,corner,köşe,угол,кут,گوشه,زاوية,8,20
302,A1,13,E,main,Ehefrau,die,-en/,Noun,wife,eş,жена,дружина,همسر,زوجة,8,3
303,A1,13,E,main,Ehemann,der,¨-er/,Noun,husband,koca / eş,муж,чоловік,شوهر,زوج,8,3
304,A1,13,E,main,Ei,das,-er,Noun,egg,yumurta,яйцо,яйце,تخم‌مرغ,بيضة,1,5
305,A1,13,E,main,eilig,,,Other,hurried / urgent,acelesi olan / acil,спешный / срочный,терміновий / поспішний,عجول / فوری,مستعجل / عاجل,4,21
306,A1,13,E,main,ein-,,,Other,a / an,bir,неопределённый артикль ein,неозначений артикль ein,یک / آرتیکل نامعین ein,أداة التنكير (نكرة),1,21
307,A1,13,E,main,einfach,,,Other,simple / easy,basit / kolay,простой / лёгкий,простий / легкий,ساده / آسان,بسيط / سهل,6,21
308,A1,13,E,main,Eingang,der,,Noun,entrance,giriş,вход,вхід,ورودی,مدخل,6,6
309,A1,13,E,main,einkaufen,,,Verb,to shop,alışveriş yapmak,делать покупки,робити покупки,خرید کردن,يتسوق,9,12
310,A1,13,E,main,einladen,,,Verb,to invite,davet etmek,приглашать,запрошувати,دعوت کردن,يدعو,9,21
311,A1,13,E,sub,Einladung,die,,Noun,invitation,davetiye / davet,приглашение,запрошення,دعوت,دعوة,9,21
312,A1,14,E,main,einmal,,,Other,once / one time,bir kez,один раз,один раз,یک بار,مرة واحدة,5,1
313,A1,14,E,main,einsteigen,,,Verb,to get on / board,binmek,садиться (в транспорт),сідати (в транспорт),سوار شدن,يصعد إلى / يركب,9,11
314,A1,14,E,main,Eintritt,der,-e,Noun,entry / admission,giriş,вход,вхід,ورود,دخول / قبول,9,10
315,A1,14,E,main,Einzelzimmer,das,,Noun,single room,tek kişilik oda,одноместный номер,одномісний номер,اتاق یک‌نفره,غرفة فردية,10,10
316,A1,14,E,main,Eltern,die,,Noun,parents,ebeveynler / anne baba,родители,батьки,والدین,والدان,5,3
317,A1,14,E,main,E-Mail,die,-s,Noun,e-mail,e-posta,электронная почта,електронна пошта,ایمیل,بريد إلكتروني,5,13
318,A1,14,E,main,Empfänger,der,-,Noun,recipient,alıcı,получатель,одержувач,گیرنده,مُستلِم,9,13
319,A1,14,E,main,empfehlen,,,Verb,to recommend,tavsiye etmek,рекомендовать,рекомендувати,توصیه کردن,يوصي,9,21
320,A1,14,E,main,enden,,,Verb,to end,bitmek,заканчиваться,закінчуватися,تمام شدن,ينتهي,4,2
321,A1,14,E,sub,Ende,das,,Noun,end,son,конец,кінець,پایان,نهاية,4,2
322,A1,14,E,main,entschuldigen,,,Verb,to excuse / apologize,affetmek / özür dilemek,извинять / извиняться,вибачати / вибачатися,معذرت خواستن / بخشیدن,يعتذر / يعفو,10,19
323,A1,14,E,sub,Entschuldigung,die,,Noun,apology / excuse me,özür / afedersiniz,извинение / извините,вибачення / вибачте,عذرخواهی / ببخشید,اعتذار / عفواً,10,21
324,A1,14,E,main,er,,,Other,he,o,он,він,او,هو,1,21
325,A1,14,E,main,Ergebnis,das,-se,Noun,result,sonuç,результат,результат,نتیجه,نتيجة,9,21
326,A1,14,E,main,erklären,,,Verb,to explain,açıklamak,объяснять,пояснювати,توضیح دادن,يشرح / يوضح,9,9
327,A1,14,E,main,erlauben,,,Verb,to allow,izin vermek,разрешать,дозволяти,اجازه دادن,يسمح,9,18
328,A1,14,E,main,Erwachsene,der,-n,Noun,adult,yetişkin,взрослый,дорослий,بزرگسال,بالغ,9,3
329,A1,14,E,main,erzählen,,,Verb,to tell / narrate,anlatmak,рассказывать,розповідати,تعریف کردن,يحكي / يروي,9,13
330,A1,14,E,main,es,,,Other,it,o,оно,воно,آن,هو / هي / هو,1,21
331,A1,14,E,main,essen,,,Verb,to eat,yemek yemek,есть,їсти,غذا خوردن,يأكل,2,5
332,A1,14,E,sub,Essen,das,,Noun,food / meal,yemek,еда,їжа,غذا,طعام / وجبة,2,5
333,A1,14,E,main,euer,,,Other,your (plural),sizin,ваш,ваш,مال شما / شما,خاصتكم / مال جمعكم,4,21
334,A1,14,F,main,fahren,,,Verb,to drive / go,gitmek / sürmek,ехать / водить,їхати / керувати,رفتن / راندن,يقود / يذهب,3,11
335,A1,14,F,sub,Fahrer,der,,Noun,driver,sürücü,водитель,водій,راننده,سائق,5,8
336,A1,14,F,main,Fahrkarte,die,-n,Noun,ticket,bilet,билет,квиток,بلیت,تذكرة,9,11
337,A1,14,F,main,Fahrrad,das,"-ä, er",Noun,bicycle,bisiklet,велосипед,велосипед,دوچرخه,دراجة هوائية,8,11
338,A1,14,F,main,falsch,,,Other,wrong / incorrect,yanlış,неправильный,неправильний,غلط / نادرست,خاطئ / غير صحيح,5,21
339,A1,14,F,main,Familie,die,-n,Noun,family,aile,семья,сім'я,خانواده,عائلة,2,3
340,A1,14,F,sub,Familienname,der,,Noun,last name / family name,soyadı,фамилия,прізвище,نام خانوادگی,لقب / اسم العائلة,10,3
341,A1,14,F,sub,Familienstand,der,,Noun,marital status,medeni durum,семейное положение,сімейний стан,وضعیت تأهل,الحالة الاجتماعية,10,3
342,A1,14,F,main,Farbe,die,-n,Noun,color,renk,цвет,колір,رنگ,لون,2,21
343,A1,14,F,main,Fax,das,-e,Noun,fax,faks,факс,факс,فکس,فاكس,4,13
344,A1,14,F,main,Feierabend,,,Noun,end of workday,mesai bitimi,конец рабочего дня,кінець робочого дня,پایان روز کاری,نهاية يوم العمل,9,8
345,A1,14,F,main,Feiertag,,,Noun,public holiday,resmî tatil,праздничный день,святковий день,روز تعطیل,عطلة رسمية,9,2
346,A1,14,F,main,feiern,,,Verb,to celebrate,kutlamak,праздновать,святкувати,جشن گرفتن,يحتفل,5,21
347,A1,14,F,main,fehlen,,,Verb,to be missing / lack,eksik olmak,отсутствовать / не хватать,бракувати / бути відсутнім,کم بودن / کمبود داشتن,يغيب / ينقص,5,21
348,A1,14,F,main,Fehler,der,-,Noun,mistake / error,hata,ошибка,помилка,اشتباه / خطا,خطأ,5,21
349,A1,14,F,main,fernsehen,,,Verb,to watch TV,televizyon izlemek,смотреть телевизор,дивитися телевізор,تلویزیون تماشا کردن,يشاهد التلفاز,9,13
350,A1,14,F,main,fertig,,,Other,ready / finished,hazır / bitmiş,готовый / законченный,готовий / завершений,آماده / تمام شده,جاهز / منتهٍ,5,21
351,A1,14,F,main,Feuer,das,,Noun,fire,ateş,огонь,вогонь,آتش,نار,4,14
352,A1,14,F,main,Fieber,das,,Noun,fever,ateş / humma,жар / температура,гарячка / температура,تب,حُمّى,5,4
353,A1,14,F,main,Film,der,-e,Noun,film / movie,film,фильм,фільм,فیلم,فيلم,4,16
354,A1,14,F,main,finden,,,Verb,to find,bulmak,находить,знаходити,پیدا کردن,يجد,3,21
355,A1,14,F,main,Firma,die,,Noun,company / firm,şirket,фирма / компания,фірма / компанія,شرکت,شركة,8,8
356,A1,14,F,main,Fisch,der,-e,Noun,fish,balık,рыба,риба,ماهی,سمكة,4,14
357,A1,15,F,main,Flasche,die,-n,Noun,bottle,şişe,бутылка,пляшка,بطری,زجاجة,8,5
358,A1,15,F,main,Fleisch,das,,Noun,meat,et,мясо,м'ясо,گوشت,لحم,6,5
359,A1,15,F,main,fliegen,,,Verb,to fly,uçmak,летать,літати,پرواز کردن,يطير,6,11
360,A1,15,F,sub,abfliegen,,,Verb,to depart (by plane),uçakla kalkmak,вылетать,відлітати,پرواز کردن / از زمین برخاستن,يغادر (بالطائرة),9,21
361,A1,15,F,sub,Abflug,der,,Noun,departure (flight),kalkış,вылет,виліт,پرواز خروج,رحلة مغادرة,8,11
362,A1,15,F,main,Flughafen,der,,Noun,airport,havaalanı,аэропорт,аеропорт,فرودگاه,مطار,9,11
363,A1,15,F,main,Flugzeug,das,,Noun,airplane,uçak,самолёт,літак,هواپیما,طائرة,9,11
364,A1,15,F,main,Formular,das,-e,Noun,form,form,бланк / формуляр,формуляр / бланк,فرم,استمارة,9,13
365,A1,15,F,main,Foto,das,-s,Noun,photo,fotoğraf,фотография,фото,عکس,صورة,4,16
366,A1,15,F,main,fragen,,,Verb,to ask,sormak,спрашивать,питати,پرسیدن,يسأل,3,13
367,A1,15,F,sub,Frage,die,-n,Noun,question,soru,вопрос,питання,سؤال,سؤال,2,13
368,A1,15,F,main,Frau,die,-en,Noun,woman / Mrs.,kadın / bayan,женщина / госпожа,жінка / пані,زن / خانم,امرأة / سيدة,1,3
369,A1,15,F,main,frei,,,Other,free / available,boş / serbest,свободный,вільний,آزاد / خالی,حر / متاح,1,21
370,A1,15,F,main,Freizeit,die,,Noun,free time,boş zaman,свободное время,вільний час,اوقات فراغت,وقت فراغ,9,15
371,A1,15,F,main,fremd,,,Other,foreign / strange,yabancı / garip,чужой / иностранный,чужий / іноземний,بیگانه / خارجی,أجنبي / غريب,8,21
372,A1,15,F,main,freuen,,,Verb,to be glad / look forward,sevinmek / dört gözle beklemek,радоваться / ждать с нетерпением,радіти / чекати з нетерпінням,خوشحال شدن / مشتاق بودن,يفرح / يتطلع,8,19
373,A1,15,F,main,Freund,der,-e,Noun,friend,boy friend / arkadaş,друг,друг,دوست,صديق,3,3
374,A1,15,F,main,früher,,,Other,earlier / in the past,daha önce / eskiden,раньше,раніше,قبلاً / در گذشته,سابقاً / في الماضي,5,2
375,A1,15,F,main,frühstücken,,,Verb,to have breakfast,kahvaltı yapmak,завтракать,снідати,صبحانه خوردن,يتناول الإفطار,10,5
376,A1,15,F,sub,Frühstück,das,,Noun,breakfast,kahvaltı,завтрак,сніданок,صبحانه,إفطار,9,5
377,A1,15,F,main,Führung,die,,Noun,guided tour / leadership,rehberli tur / yönetim,экскурсия / руководство,екскурсія / керівництво,تور راهنما / مدیریت,جولة إرشادية / قيادة,8,10
378,A1,15,F,main,für,,,Other,for,için,для,для,برای,لـ / من أجل,1,21
379,A1,15,F,main,Fuß,der,"-ü, e",Noun,foot / leg,ayak,нога / ступня,нога / ступня,پا,قدم / رجل,1,4
380,A1,15,F,main,Fußball,der,,Noun,football / soccer,futbol,футбол,футбол,فوتبال,كرة القدم,6,15
381,A1,15,G,main,Garten,der,,Noun,garden,bahçe,сад,сад,باغ,حديقة,5,6
