id,level,source_page,section,entry_type,word,article,plural,word_type,verb_present,verb_past,verb_perfect,translation_en,translation_tr,translation_ru,translation_uk,translation_fa,translation_ar,difficulty,category_id,example_de
219,B1,17,H,main,helfen,,,Verb,,,,to help,yardım etmek,помогать,допомагати,کمک کردن,يساعد,4,21,Kannst du mir bitte beim Umzug helfen?
220,B1,17,I,main,im,,,Other,,,,in the,-da / -de,в / в пределах,в / в межах,در,في,1,21,Wir treffen uns im Café an der Ecke.
221,B1,17,G,main,gute,,,Other,,,,good,iyi,хороший,хороший / добрий,خوب,جيد,2,21,Das war eine gute Idee – gut gemacht!
222,B1,17,D,main,dem,,,Other,,,,the,(isim eki),определённый артикль,визначений артикль (дав. відм.),حرف تعریف معین,ال,1,21,"Das ist dem Mann, dem ich gestern begegnet bin."
223,B1,17,A,main,amüsiert,,,Other,,,,amused,eğlenmiş,развлечённый / amused,розважений / amused,سرگرم / خوشحال,مسرور,6,19,Die Kinder waren sehr amüsiert von dem lustigen Clown.
224,B1,17,U,main,und,,,Other,,,,and,ve,и,і / та,و,و,1,21,Er kauft Brot und Milch im Supermarkt.
225,B1,17,A,main,akzeptieren,,,Verb,,,,to accept,kabul etmek,принимать / соглашаться,приймати / погоджуватися,پذیرفتن,يقبل,9,21,"Es ist nicht leicht, Kritik zu akzeptieren."
226,B1,17,N,main,nicht,,,Other,,,,not,değil,не,не,نه / نیست,لا,1,21,Ich verstehe das nicht – das ist mir nicht klar.
227,B1,17,R,main,reinigen,,,Verb,,,,to clean,temizlemek,чистить / убирать,чистити / прибирати,تمیز کردن,ينظف,6,6,Du musst das Badezimmer gründlich reinigen.
228,B1,17,S,main,schaffe,,,Other,,,,manage,başarmak,справляюсь / удаётся,справляюся / вдається,از عهده برآمدن,يتمكن,5,21,"Ich schaffe das alleine, keine Sorge."
229,B1,17,S,main,schon,,,Other,,,,already,zaten,уже,вже,قبلاً,بالفعل,1,21,"Hast du schon gegessen? – Ja, ich habe schon gegessen."
230,B1,17,G,main,gesehen,,,Verb,,,,seen,görülmüş,увиденный / видел,побачений / бачив,دیده‌شده / دیده,رأى,5,21,Hast du den neuen Film schon gesehen?
231,B1,17,A,main,allerdings,,,Other,,,,however,ancak,однако,однак,با این حال,بيد أن,8,21,"Das war günstig, allerdings war die Qualität nicht so gut."
232,B1,17,H,main,hier,,,Other,,,,here,burada,здесь,тут,اینجا,هنا,2,21,Er wohnt hier in der Nähe des Bahnhofs.
233,B1,17,K,main,kochen,,,Verb,,,,to cook,yemek pişirmek,готовить,готувати,آشپزی کردن,يطبخ,4,5,Heute Abend koche ich Spaghetti für die ganze Familie.
234,B1,18,Ä,main,ängstlich,,,Other,,,,anxious / fearful,kaygılı / korkak,тревожный / боязливый,тривожний / боязливий,مضطرب / ترسو,قلق,8,19,Das Kind war ängstlich und wollte nicht alleine schlafen.
235,B1,18,A,main,anhaben,,,Verb,,,hat an,to wear / have on,giymek / üstünde olmak,быть в одежде / носить на себе,бути одягненим / носити на собі,پوشیدن / تن داشتن,يرتدي,5,21,Sie hat heute ein Kleid und einen Mantel an.
236,B1,18,A,main,anklicken,,,Verb,klickt an,klickte an,hat angeklickt,to click on,tıklamak,нажать (кликнуть),натиснути (клікнути),روی چیزی کلیک کردن,ينقر على,8,17,Bitte klicke auf den Link und fülle das Formular aus.
237,B1,18,A,main,ankommen,,,Verb,kommt an,kam an,ist angekommen,to arrive,varmak / gelmek,прибывать,прибувати,رسیدن,يصل,6,11,Der Zug ist pünktlich um 10 Uhr auf dem Bahnhof angekommen.
238,B1,18,A,main,Ankunft,die,,Noun,,,,arrival,varış / geliş,прибытие,прибуття,ورود / رسیدن,وصول,5,11,"Auf der Ankunftstafel steht, dass der Flug Verspätung hat."
239,B1,18,A,main,ankündigen,,,Verb,kündigt an,kündigte an,hat angekündigt,to announce,duyurmak / haber vermek,объявлять / анонсировать,оголошувати / анонсувати,اعلام کردن,يعلن,8,21,Die Firma hat einen neuen Verkaufsstart für nächste Woche angekündigt.
240,B1,18,A,main,Anlage,die,-n,Noun,,,,attachment / facility / investment,ek / tesis / yatırım,вложение / объект / инвестиция,вкладення / об'єкт / інвестиція,پیوست / تأسیسات / سرمایه‌گذاری,مرفق,4,6,Bitte schicken Sie die Dokumente als Anlage per E-Mail.
241,B1,18,A,main,Anleitung,die,-en,Noun,,,,instructions / guide,talimatlar / kılavuz,инструкция / руководство,інструкція / посібник,دستورالعمل / راهنما,تعليمات,8,13,Die Anleitung für das Gerät ist leider sehr schwer zu verstehen.
242,B1,18,A,main,anmelden,,,Verb,meldet an,meldete an,hat angemeldet,to register,kayıt olmak / giriş yapmak,зарегистрироваться / войти,реєструватися / входити,ثبت‌نام کردن,يسجل,6,17,Du kannst dich online für den Kurs anmelden.
243,B1,18,A,main,Anmeldung,die,-en,Noun,,,,registration,kayıt,регистрация,реєстрація,ثبت‌نام,تسجيل,8,13,Die Anmeldung für die Veranstaltung ist bis Freitag möglich.
244,B1,18,A,main,annehmen,,,Verb,nimmt an,nahm an,hat angenommen,to accept / assume / take on,kabul etmek / varsaymak / üstlenmek,принимать / предполагать / брать на себя,приймати / припускати / брати на себе,پذیرفتن / فرض کردن / بر عهده گرفتن,يقبل,6,21,Er konnte das Angebot leider nicht annehmen.
245,B1,18,A,main,Annonce,die,-n,Noun,,,,advertisement (newspaper),gazete ilanı,объявление в газете,оголошення в газеті,آگهی روزنامه,إعلان صحفي,5,13,"Ich habe eine Annonce in der Zeitung gefunden, die perfekt zu mir passt."
246,B1,18,A,main,Anrede,die,"-nanrufen, ruft an, rief an,",Noun,,,,salutation / form of address,hitap / seslenme biçimi,обращение / форма обращения,форма звертання / звертання,خطاب / شیوه خطاب,صيغة الخطاب,4,13,In formellen Briefen beginnt die Anrede mit „Sehr geehrte Damen und Herren“.
247,B1,18,A,main,Anruf,der,-e,Noun,,,,phone call,telefon araması,телефонный звонок,телефонний дзвінок,تماس تلفنی,مكالمة هاتفية,3,13,Ich habe gerade einen Anruf von meiner Mutter bekommen.
248,B1,18,A,main,Anrufbeantworter,der,-,Noun,,,,answering machine / voicemail,telesekreter / sesli mesaj,автоответчик / голосовая почта,автовідповідач,منشی تلفنی / پست صوتی,جهاز رد آلي,10,13,Bitte hinterlasse eine Nachricht auf dem Anrufbeantworter.
249,B1,18,A,main,Ansage,die,-nder,Noun,,,,announcement,duyuru / anons,объявление,оголошення,اعلام / اطلاعیه,إعلان,7,13,Am Flughafen gab es eine wichtige Ansage über die Sicherheitsregeln.
250,B1,18,A,main,Angebot,das,-e,Noun,,,,offer / deal,teklif / fırsat,предложение,пропозиція / угода,پیشنهاد / معامله,عرض,5,12,Das Geschäft hat ein tolles Angebot für das Wochenende.
251,B1,18,A,main,ander,,,Other,,,,other (variant),diğer (varyant),другой (вариант),інший (варіант),دیگر / نوع دیگر,آخر,1,21,Die Lehrerin hat uns einen anderen Text zum Lesen gegeben.
252,B1,18,A,main,andererseits,,,Other,,,,on the other hand,öte yandan / diğer taraftan,с другой стороны,з іншого боку,از طرف دیگر,من ناحية أخرى,10,21,"Einerseits ist das Angebot günstig, andererseits ist die Qualität schlecht."
253,B1,18,Ä,main,ändern,,,Verb,ändert,änderte,hat geändert,to change / alter,değiştirmek,менять / изменять,змінювати,تغییر دادن,يغير,4,21,Sie möchte ihren Alltag ändern und mehr Sport treiben.
254,B1,18,Ä,main,Änderung,die,-en,Noun,,,,change / alteration,değişiklik,изменение,зміна,تغییر,تغيير,6,21,Die Änderung des Stundenplans wurde kurzfristig bekannt gegeben.
255,B1,18,A,main,anders,,,Other,,,,differently / otherwise,farklı / başka türlü,по-другому / иначе,по-іншому / інакше,متفاوت / طور دیگر,بشكل مختلف,4,21,Das hat er diesmal anders gemacht als beim letzten Mal.
256,B1,18,A,main,anerkennen,,,Verb,erkennt an,erkannte an,hat anerkannt,to recognize / acknowledge,tanımak / kabul etmek,признавать / признавать заслуги,визнавати / визнавати заслуги,به رسمیت شناختن / تأیید کردن,يعترف,8,21,Sein Abschluss wurde in Deutschland leider nicht anerkannt.
257,B1,18,A,main,anfangen,,,Verb,fängt an,fing an,hat angefangen,to begin / start,başlamak,начинать,починати,شروع کردن,يبدأ,6,2,Wann fängst du mit dem neuen Job an?
258,B1,18,A,main,Anfang,der,¨-e,Noun,,,,beginning / start,başlangıç,начало,початок,آغاز / شروع,بداية,4,2,Am Anfang war die Sprache sehr schwierig für mich.
259,B1,18,A,main,anfangs,,,Other,,,,at first / initially,başlangıçta / ilk başta,сначала / вначале,спочатку / на початку,در ابتدا,في البداية,5,21,"Anfangs hatte sie Angst, aber dann hat sie sich schnell gewöhnt."
260,B1,18,A,main,angeben,,,Verb,gibt an,gab an,hat angegeben,to state / indicate / show off,belirtmek / göstermek / hava atmak,указывать / сообщать / хвастаться,вказувати / повідомляти / хизуватися,اظهار کردن / مشخص کردن / پز دادن,يذكر,5,21,Auf dem Formular müssen Sie Ihren Namen und Ihre Adresse angeben.
261,B1,18,A,main,Angabe,die,-n,Noun,,,,statement / detail / information,beyan / bilgi / ayrıntı,сведение / деталь / информация,відомість / деталь / інформація,اطلاعات / جزئیات / اظهار,معلومة,4,21,Bitte überprüfen Sie alle Angaben auf dem Formular sorgfältig.
262,B1,18,A,main,Angehörige,der,-ndie,Noun,,,,relative / family member,akraba / aile üyesi,родственник / член семьи,родич / член сім'ї,بستگان / عضو خانواده,قريب,8,3,Nach dem Unfall wurden alle Angehörigen sofort informiert.
263,B1,18,A,main,angenehm,,,Other,,,,pleasant / agreeable,hoş / keyifli,приятный,приємний,دلپذیر / خوشایند,لطيف,6,21,Das Wetter heute ist sehr angenehm – nicht zu heiß und nicht zu kalt.
264,B1,18,P,main,passiert,,,Other,,,,happened,oldu,случилось,сталося,اتفاق افتاد,حدث,6,21,Was ist gestern Abend auf der Party passiert?
265,B1,18,G,main,geht,,,Other,,,,goes,gidiyor,идёт / ходит,іде / ходить,می‌رود,يذهب,2,21,"Wie geht es dir? – Es geht mir gut, danke."
266,B1,18,W,main,wird,,,Other,,,,becomes / will,olacak,становится / будет,стає / буде,می‌شود / خواهد شد,يصبح,2,21,Es wird bald dunkel – wir sollten nach Hause gehen.
267,B1,18,S,main,schneller,,,Other,,,,faster,daha hızlı,быстрее,швидше,سریع‌تر,أسرع,8,21,Mit dem neuen Zug kommen wir viel schneller ans Ziel.
268,B1,18,M,main,meine,,,Other,,,,my,benim,мой,мій / моя / моє,مال من / من,لي,1,21,Meine Schwester studiert in Wien.
269,B1,18,A,main,ankündigen,,,Verb,,,,to announce,duyurmak / haber vermek,объявлять / анонсировать,оголошувати / анонсувати,اعلام کردن,يعلن,8,21,Das Konzert wurde bereits für die nächste Woche angekündigt.
270,B1,18,M,main,meinen,,,Verb,,,,to think / mean,düşünmek / demek,считать / иметь в виду / полагать,вважати / мати на увазі,فکر کردن / منظور داشتن,يعتقد,4,21,Was meinst du damit? Kannst du das genauer erklären?
271,B1,18,U,main,unbedingt,,,Other,,,,absolutely,kesinlikle,обязательно / во что бы то ни стало,обов'язково / за всяку ціну,حتماً / قطعاً,بالتأكيد,8,21,Du musst unbedingt zum Arzt gehen – das klingt ernst.
272,B1,18,W,main,Wohnungen,die,,Noun,,,,apartments,daireler,квартиры,квартири,آپارتمان‌ها,شقق,8,6,In dieser Stadt sind die Wohnungen sehr teuer und schwer zu finden.
273,B1,18,V,main,vergessen,,,Verb,,,,to forget,unutmak,забывать,забувати,فراموش کردن,ينسى,7,21,"Bitte vergessen Sie nicht, das Formular bis Freitag abzugeben."
274,B1,18,G,main,günstige,,,Other,,,,affordable,uygun fiyatlı,доступный по цене,доступний за ціною,مقرون‌به‌صرفه,بأسعار معقولة,6,21,Wir suchen eine günstige Wohnung in der Nähe der Universität.
275,B1,18,G,main,gegangen,,,Verb,,,,gone,gitmiş,ушёл / ушла / пошёл,пішов / пішла,رفته,ذهب,6,21,Er ist schon früh am Morgen zum Supermarkt gegangen.
276,B1,18,D,main,dem,,,Other,,,,the,(isim eki),определённый артикль,визначений артикль (дав. відм.),حرف تعریف معین,ال,1,21,Das Buch gehört dem Schüler in der ersten Reihe.
277,B1,18,A,main,andererseits,,,Other,,,,on the other hand,öte yandan,с другой стороны,з іншого боку,از سوی دیگر,من ناحية أخرى,10,21,"Einerseits ist es praktisch, andererseits kostet es viel."
278,B1,18,G,main,geändert,,,Other,,,,changed,değiştirilmiş,изменённый,змінений,تغییریافته,تغير,6,21,Das Gesetz hat sich in diesem Jahr stark geändert.
279,B1,18,A,main,anerkannt,,,Other,,,,recognized,tanınmış,признанный,визнаний,به‌رسمیت‌شناخته‌شده,معترف به,8,21,Sein Diplom wurde nach vielen Monaten endlich anerkannt.
280,B1,18,V,main,viele,,,Other,,,,many,çok / birçok,многие,багато / багато хто,بسیاری / زیاد,كثير,1,21,An dem Kurs haben viele Studenten aus verschiedenen Ländern teilgenommen.
281,B1,18,D,main,dagegen,,,Verb,dass ich nach,,,against it,karşısında / aleyhinde,против этого,проти цього,بر ضد آن / در مقابل آن,ضد ذلك,5,21,"Ich bin dagegen, dass wir das Projekt ohne Plan beginnen."
282,B1,18,A,main,an,,,Other,,,,at / on,-de / -a,в / на / к (в зависимости от контекста),в / на / до (залежно від контексту),در / روی / به,في,1,21,Das Konzert findet an diesem Wochenende statt.
283,B1,19,A,main,Anwältin,die,-nen,Noun,,,,lawyer (female),avukat (kadın),адвокат (жен.),адвокат (жін.),وکیل (زن),محامية,6,18,Die Anwältin hat ihren Mandanten sehr gut vor Gericht vertreten.
284,B1,19,A,main,anzeigen,,,Verb,zeigt an,zeigte an,hat angezeigt,to display / report (to police),görüntülemek / şikâyet etmek,показывать / заявлять в полицию,показувати / заявляти до поліції,نمایش دادن / گزارش کردن به پلیس,يعرض,6,21,Das Display zeigt die aktuelle Temperatur an.
285,B1,19,A,main,Anzeige,die,-n,Noun,,,,advertisement / notice / display,ilan / duyuru / ekran,объявление / уведомление,оголошення / повідомлення / дисплей,آگهی / اعلان / نمایشگر,إعلان,5,13,Er hat eine Anzeige wegen Diebstahls bei der Polizei erstattet.
286,B1,19,A,main,anziehen,,,Verb,zieht an,zog an,hat angezogen,to attract / put on (clothes),çekmek / giymek,надевать,надягати / приваблювати,جذب کردن / پوشیدن,يجذب,6,7,Das Plakat zieht viele Besucher an.
287,B1,19,A,main,Anzug,der,¨-edas,Noun,,,,suit (clothing),takım elbise,костюм,костюм,کت‌وشلوار,بدلة,3,7,Er trägt zum Vorstellungsgespräch immer einen Anzug.
288,B1,19,A,main,Apparat,der,-e,Noun,,,,apparatus / device / phone,cihaz / alet / telefon,аппарат / устройство / телефон,апарат / пристрій / телефон,دستگاه / تلفن,جهاز,5,17,Bitte legen Sie das Telefon auf den Apparat und warten Sie.
289,B1,19,A,main,Appetit,der,,Noun,,,,appetite,iştah,аппетит,апетит,اشتها,شهية,7,5,Nach dem langen Spaziergang hatte ich großen Appetit.
290,B1,19,A,main,Aprikose,die,-n,Noun,,,,apricot,kayısı,абрикос,абрикос,زردآلو,مشمش,7,5,Aprikosen sind im Sommer besonders süß und lecker.
291,B1,19,A,main,arbeiten,,,Verb,arbeitet,arbeitete,hat gearbeitet,to work,çalışmak,работать,працювати,کار کردن,يعمل,6,8,Sie arbeitet seit fünf Jahren in einer Schule als Lehrerin.
292,B1,19,A,main,Arbeit,die,-en,Noun,,,,work / job,iş / çalışma,работа / труд,робота / праця,کار / شغل,عمل,4,8,"Die Arbeit macht ihm viel Spaß, weil das Team sehr nett ist."
293,B1,19,A,main,Arbeiter,der,-,Noun,,,,worker (male),işçi (erkek),рабочий (муж.),робітник (чол.),کارگر (مرد),عامل,6,8,Der Arbeiter hat den ganzen Tag auf der Baustelle gearbeitet.
294,B1,19,A,main,Arbeiterin,die,-nen,Noun,,,,worker (female),işçi (kadın),работница (жен.),робітниця (жін.),کارگر (زن),عاملة,8,8,Die Arbeiterin hat ihre Schicht pünktlich begonnen.
295,B1,19,A,main,Arbeitserlaubnis,die,,Noun,,,,work permit,çalışma izni,разрешение на работу,дозвіл на роботу,مجوز کار,تصريح عمل,10,8,Ohne Arbeitserlaubnis darf er in Deutschland nicht arbeiten.
296,B1,19,A,main,arbeitslos,,,Other,,,,unemployed,işsiz,безработный,безробітний,بیکار,عاطل عن العمل,8,8,Er ist seit sechs Monaten arbeitslos und sucht eine neue Stelle.
297,B1,19,A,main,Arbeitslosigkeit,die,,Noun,,,,unemployment,işsizlik,безработица,безробіття,بیکاری,بطالة,10,8,Die Arbeitslosigkeit ist in dieser Region leider sehr hoch.
298,B1,19,A,main,Arbeitsplatz,der,¨-e,Noun,,,,workplace / job,iş yeri / iş,рабочее место,робоче місце,محل کار / شغل,مكان عمل,10,8,Sie sucht einen modernen Arbeitsplatz mit guter Ausstattung.
299,B1,19,A,main,Arbeitsstelle,die,"-nanschaffen, schafft an,schaffte an, hat angeschafft",Noun,,,,job / position,iş yeri / görev,рабочее место / должность,робоче місце / посада,سمت / موقعیت شغلی,وظيفة,10,8,Er hat eine neue Arbeitsstelle als Ingenieur gefunden.
300,B1,19,A,main,anschließen,,,Verb,schließt an,schloss an,hat angeschlossen,to connect / attach,bağlamak / eklemek,подключать / присоединять,підключати / приєднувати,وصل کردن / متصل کردن,يوصل,9,21,Kannst du bitte den Drucker an den Computer anschließen?
301,B1,19,A,main,Anschluss,der,¨-e,Noun,,,,connection / follow-up,bağlantı / devam,пересадка / соединение,пересадка / з'єднання,اتصال / ادامه,اتصال,8,17,Er hat den Anschluss an die neue Stelle problemlos geschafft.
302,B1,19,A,main,anschnallen,,,Verb,schnallt an,schnallte an,hat angeschnallt,to fasten (seatbelt),bağlamak (emniyet kemeri),пристёгиваться,пристібатися,کمربند ایمنی بستن,ربط حزام الأمان,9,21,Bitte schnallen Sie sich an – wir fahren gleich los.
303,B1,19,A,main,ansehen,,,Verb,sieht an,sah an,hat angesehen,to look at / watch,bakmak / izlemek,смотреть / смотреть на,дивитися / дивитися на,نگاه کردن / تماشا کردن,ينظر إلى,5,21,Wir haben uns gemeinsam einen Film im Kino angesehen.
304,B1,19,A,main,ansprechen,,,Verb,spricht an,sprach an,hat angesprochen,to address / approach / speak to,hitap etmek / yanına gitmek / söz açmak,обращаться к / подходить / заговаривать,звертатися до / підходити / заговорювати,خطاب کردن / نزدیک شدن / سر صحبت را باز کردن,يخاطب,8,21,Darf ich Sie kurz ansprechen? Ich habe eine Frage.
305,B1,19,A,main,Anspruch,der,¨-e,Noun,,,,claim / right / demand,hak / talep / iddia,претензия / право / требование,претензія / право / вимога,ادعا / حق / مطالبه,مطالبة,6,21,Du hast keinen Anspruch auf eine Rückerstattung ohne Quittung.
306,B1,19,A,main,anstellen,,,Verb,stellt an,stellte an,hat angestellt,to hire / employ / turn on,işe almak / devreye sokmak,нанимать / включать / ставить,наймати / вмикати / ставити,استخدام کردن / روشن کردن,يوظف,8,8,Die Firma hat drei neue Mitarbeiter angestellt.
307,B1,19,A,main,Angestellte,der,-n,Noun,,,,employee (male),çalışan (erkek),сотрудник / служащий (муж.),співробітник / службовець (чол.),کارمند (مرد),موظف,9,8,Der Angestellte arbeitet seit zehn Jahren in diesem Büro.
308,B1,19,A,main,Angestellte,die,-n,Noun,,,,employee (female),çalışan (kadın),сотрудница / служащая (жен.),співробітниця / службовиця (жін.),کارمند (زن),موظفة,9,8,Die Angestellte hat alle Dokumente sorgfältig vorbereitet.
309,B1,19,A,main,anstrengend,,,Other,,,,exhausting / tiring,yorucu / bitici,утомительный / напряжённый,виснажливий / напружений,خسته‌کننده / طاقت‌فرسا,مرهق,9,21,Die lange Reise war sehr anstrengend – wir sind alle erschöpft.
310,B1,19,A,main,Antrag,der,¨-e,Noun,,,,application / request / motion,başvuru / talep / önerge,заявление / ходатайство / заявка,заява / клопотання / заявка,درخواست / تقاضا / پیشنهاد رسمی,طلب,7,13,Er hat einen Antrag auf Kindergeld beim Amt gestellt.
311,B1,19,A,main,anwenden,,,Verb,wendet an,wandte an,,to apply / use,uygulamak / kullanmak,применять / использовать,застосовувати / використовувати,به کار بردن / استفاده کردن,يطبق,6,21,Diese Regel wird in der Praxis selten angewendet.
312,B1,19,A,main,anwesend,,,Other,,,,present (not absent),mevcut / hazır bulunuyor,присутствующий,присутній,حاضر,حاضر,6,21,Alle Teilnehmer müssen bei der Sitzung anwesend sein.
313,B1,19,A,main,antworten,,,Verb,antwortet,antwortete,hat geant-wortet,to answer,cevap vermek,отвечать,відповідати,پاسخ دادن,يجيب,8,13,Bitte antworte auf die Frage in einem ganzen Satz.
314,B1,19,A,main,Antwort,die,,Noun,,,,answer / reply,cevap / yanıt,ответ,відповідь,پاسخ,إجابة,5,13,Die Antwort auf die erste Frage war leider falsch.
315,B1,19,W,main,Wohnungen,die,,Noun,,,,apartments,daireler,квартиры,квартири,آپارتمان‌ها,شقق,8,6,In dieser Stadt sind die Wohnungen sehr begehrt.
316,B1,19,B,main,bekommen,,,Verb,,,,to get / receive,almak / elde etmek,получать,отримувати,گرفتن / دریافت کردن,يحصل على,6,21,Hast du schon eine Antwort auf deine Bewerbung bekommen?
317,B1,19,E,main,erkältest,,,Other,,,,catch a cold,üşütmek,простужаешься / подхватываешь простуду,застужуєшся / підхоплюєш застуду,سرما خوردن,يصاب بزكام,8,4,"Wenn du dich erkältest, solltest du viel Tee trinken."
318,B1,19,G,main,gekauft,,,Other,,,,bought,satın alınmış,купленный,куплений,خریداری‌شده,مشترى,5,21,Sie hat gestern ein neues Buch im Buchladen gekauft.
319,B1,19,G,main,gemietet,,,Other,,,,rented,kiralanmış,снятый / арендованный,орендований / знятий,اجاره‌شده,مستأجر,6,21,Wir haben eine kleine Wohnung in der Nähe des Zentrums gemietet.
320,B1,19,E,main,einen,,,Verb,,,,one,bir,один,один,یک,واحد,1,21,Hast du einen Stift? Ich brauche einen zum Schreiben.
321,B1,19,L,main,leiser,,,Other,,,,quieter,daha sessiz,тише,тихіше,آرام‌تر,أهدأ,4,21,Bitte stell die Musik leiser – das Baby schläft.
322,B1,19,N,main,nichts,,,Other,,,,nothing,hiçbir şey,ничего,нічого,هیچ‌چیز,لا شيء,4,21,Ich habe nichts falsch gemacht – das war ein Versehen.
323,B1,19,E,main,einen,,,Verb,,,,one,bir,один,один,یک,واحد,1,21,Ich suche einen guten Mechaniker für mein Auto.
324,B1,19,E,main,eine,,,Other,,,,a / one,bir,один / какой-то,один / якийсь,یک,واحدة,2,21,Er hat eine neue Arbeitsstelle in München gefunden.
325,B1,19,B,main,bei,,,Other,,,,at / near,yanında,у / при / возле,у / при / поруч,نزد / کنار,عند,1,21,Das Restaurant liegt direkt bei der Kirche.
326,B1,19,G,main,gefunden,,,Other,,,,found,bulundu,найденный / нашли,знайдений / знайшли,یافت‌شده / پیدا شده,موجود,6,21,Ich habe meinen verlorenen Schlüssel endlich gefunden.
327,B1,19,A,main,anschließen,,,Verb,,,,to connect,bağlamak / eklemek,подключать / присоединять,підключати / приєднувати,وصل کردن,يوصل,9,21,"Du musst zuerst das Kabel anschließen, bevor du es einschaltest."
328,B1,19,A,main,an,,,Other,,,,at / on,-de / -a,в / на / к (в зависимости от контекста),в / на / до (залежно від контексту),در / روی / به,على,1,21,Das Schild an der Wand zeigt den Weg zur Toilette.
329,B1,19,H,main,haben,,,Verb,,,,to have,sahip olmak,иметь,мати,داشتن,يملك,1,21,"Wir haben noch viel zu erledigen, bevor wir anfangen können."
330,B1,19,A,main,an,,,Other,,,,on / at,,на / у,на / у,روی / در,على,1,21,Er hat das Radio leise angemacht.
331,B1,19,E,main,stellen,,,Verb,,,,to place / put,,ставить / размещать,ставити / розміщувати,گذاشتن / قرار دادن,يضع,5,21,Stell die Blumen bitte in eine Vase und stelle sie auf den Tisch.
332,B1,19,A,main,anstellen,,,Verb,,,,to hire / employ,işe almak,нанимать / включать,наймати / вмикати,استخدام کردن,يوظف,8,8,Das Unternehmen möchte nächsten Monat neue Mitarbeiter anstellen.
333,B1,19,M,main,musst,,,Other,,,,must / have to,gerekiyor,должен / обязан,повинен / зобов'язаний,باید,يجب,1,21,Musst du morgen früh aufstehen?
334,B1,19,A,main,anstrengend,,,Other,,,,exhausting,yorucu / bitici,утомительный / напряжённый,виснажливий / напружений,خسته‌کننده,مرهق,9,21,"Die Klausur war sehr anstrengend, aber ich glaube, ich habe sie bestanden."
335,B1,19,A,main,anwenden,,,Verb,,,,to apply / use,uygulamak / kullanmak,применять / использовать,застосовувати / використовувати,استفاده کردن / به کار بردن,يطبق,6,21,Diese Methode kann man in vielen Situationen anwenden.
336,B1,19,A,main,anwesend,,,Other,,,,present (not absent),mevcut / hazır,присутствующий,присутній,حاضر,حاضر,6,21,Beim Elternabend müssen alle Eltern anwesend sein.
337,B1,19,M,main,meinen,,,Verb,,,,to think / mean,düşünmek / demek,считать / иметь в виду / полагать,вважати / мати на увазі,فکر کردن / منظور داشتن,يعني,4,21,"Ich meine, wir sollten das Problem direkt ansprechen."
338,B1,19,B,main,bekommen,,,Verb,,,,to get,almak,получать,отримувати,گرفتن,يحصل على,6,21,"Wann bekommst du Bescheid, ob du den Job bekommst?"
339,B1,20,A,main,auffallen,,,Verb,fällt auf,fiel auf,ist aufgefallen,to stand out / be noticeable,dikkat çekmek / göze çarpmak,бросаться в глаза / быть заметным,кидатися у вічі / бути помітним,جلب توجه کردن / به چشم آمدن,يلفت الانتباه,8,21,Ihr rotes Kleid ist ihr gestern sofort aufgefallen.
340,B1,20,A,main,auffordern,,,Verb,fordert auf,forderte auf,hat aufgefordert,to call on / request,çağırmak / talep etmek,призывать / просить,закликати / просити,فراخواندن / درخواست کردن,يطلب,8,21,"Der Lehrer hat die Klasse aufgefordert, ruhig zu sein."
341,B1,20,A,main,Aufforderung,die,-en,Noun,,,,request / demand,çağrı / talep,просьба / требование,прохання / вимога,درخواست / مطالبه,طلب,10,21,Die Aufforderung zur Zahlung kam per Post an.
342,B1,20,A,main,aufführen,,,Verb,führt auf,führte auf,hat aufgeführt,to perform / list,sahnelemek / listelemek,исполнять / перечислять,виконувати / перелічувати,اجرا کردن / فهرست کردن,يؤدي,8,16,Das Theaterstück wurde sehr erfolgreich aufgeführt.
343,B1,20,A,main,Aufgabe,die,-n,Noun,,,,task / exercise / responsibility,görev / alıştırma / sorumluluk,задание / упражнение,завдання / вправа / відповідальність,وظیفه / تمرین / مسئولیت,مهمة,5,13,"Die Aufgabe war schwieriger als erwartet, aber lösbar."
344,B1,20,A,main,aufgeben,,,Verb,gibt auf,gab,hat aufgegeben,to give up / hand in / post (mail),vazgeçmek / teslim etmek / posta vermek,сдаваться / сдавать / отправлять по почте,здаватися / здавати / відправляти поштою,تسلیم شدن / تحویل دادن / پست کردن,يتخلى عن,6,21,Er hat das Rennen nach einem Sturz aufgegeben.
345,B1,20,A,main,aufhalten,,,Verb,hält auf,hielt,hat aufgehalten,to stop / delay / stay,durdurmak / geciktirmek / kalmak,задерживать / останавливаться / пребывать,затримувати / зупинятися / перебувати,متوقف کردن / تأخیر انداختن / ماندن,يوقف,8,21,Der Stau hat uns zwei Stunden aufgehalten.
346,B1,20,A,main,aufheben,,,Verb,hebt auf,hob auf,hat aufgehoben,to pick up / keep / abolish,kaldırmak / saklamak / lağvetmek,поднимать / сохранять / отменять,піднімати / зберігати / скасовувати,برداشتن / نگه داشتن / لغو کردن,يرفع,6,21,Bitte heb den Beleg auf – du könntest ihn später brauchen.
347,B1,20,A,main,aufhören,,,Verb,hört auf,hörte auf,hat aufgehört,to stop / quit,bırakmak / durmak,переставать / прекращать,переставати / припиняти,متوقف شدن / دست کشیدن,يتوقف,6,2,Er hat mit dem Rauchen aufgehört und fühlt sich viel besser.
