id,level,source_page,section,entry_type,word,article,plural,word_type,translation_en
498,A1,19,L,main,lang,,,Other,long
499,A1,19,L,main,lange,,,Other,for a long time
500,A1,19,L,main,langsam,,,Other,slow / slowly
501,A1,19,L,main,laufen,,,Verb,to run / walk
502,A1,19,L,main,laut,,,Other,loud / according to
503,A1,19,L,main,leben,,,Verb,to live
504,A1,19,L,sub,Leben,das,,Noun,life
505,A1,19,L,sub,Lebens-,die,,Noun,life- (compound prefix)
506,A1,19,L,main,ledig,,,Other,single / unmarried
507,A1,19,L,main,legen,,,Verb,to lay / put down
508,A1,19,L,main,Lehrer,der,–,Noun,teacher
509,A1,19,L,main,leider,,,Other,unfortunately
510,A1,19,L,main,leise,,,Other,quiet / soft
511,A1,19,L,main,lernen,,,Verb,to learn
512,A1,19,L,main,lesen,,,Verb,to read
513,A1,19,L,main,letzt-,,,Other,last- (prefix)
514,A1,19,L,main,Leute,die,,Noun,people
515,A1,19,L,main,Licht,das,,Noun,light
516,A1,19,L,main,lieb-,,,Other,dear- (prefix)
517,A1,19,L,sub,lieben,,,Verb,to love
518,A1,19,L,sub,lieber,,,Other,rather / preferably
519,A1,19,L,main,Lieblings-,,,Other,favorite- (prefix)
520,A1,19,L,main,Lied,das,-er,Noun,song
521,A1,19,L,main,liegen,,,Verb,to lie / be located
522,A1,19,L,main,links,,,Other,left
523,A1,19,L,main,Lkw,der,-s,Noun,truck
524,A1,19,L,main,Lokal,das,,Noun,pub / restaurant
525,A1,19,L,main,Lösung,die,-en,Noun,solution
526,A1,19,L,main,lustig,,,Other,funny / amusing
527,A1,19,M,main,mmachen,,,Verb,to do / make
528,A1,20,M,main,Mädchen,das,–,Noun,girl
529,A1,20,M,main,man,,,Other,one / you (impersonal)
530,A1,20,M,main,Mann,der,"-ä, er",Noun,man / husband
531,A1,20,M,sub,männlich,,,Other,male / masculine
532,A1,20,M,main,Maschine,die,-n,Noun,machine
533,A1,20,M,main,Meer,das,,Noun,sea / ocean
534,A1,20,M,main,mehr,,,Other,more
535,A1,20,M,main,mein,,,Other,my
536,A1,20,M,main,meist-,,,Other,most- (prefix)
537,A1,20,M,main,Mensch,der,-en,Noun,person / human being
538,A1,20,M,main,mieten,,,Verb,to rent
539,A1,20,M,sub,Miete,die,,Noun,rent
540,A1,20,M,main,Milch,die,,Noun,milk
541,A1,20,M,main,mit,,,Other,with / by
542,A1,20,M,main,mitbringen,,,Verb,to bring along
543,A1,20,M,main,mitkommen,,,Verb,to come along
544,A1,20,M,main,mitmachen,,,Verb,to join in / participate
545,A1,20,M,main,mitnehmen,,,Verb,to take along
546,A1,20,M,main,Mitte,die,,Noun,middle / center
547,A1,20,M,main,Möbel,die,,Noun,furniture
548,A1,20,M,main,möchten,,,Verb,would like to
549,A1,20,M,main,mögen,,,Verb,to like
550,A1,20,M,main,möglich,,,Other,possible
551,A1,20,M,main,Moment,der,,Noun,moment
552,A1,20,M,main,morgen,,,Verb,tomorrow
553,A1,20,M,main,müde,,,Other,tired
554,A1,20,M,main,Mund,der,,Noun,mouth
555,A1,20,M,main,müssen,,,Verb,must / to have to
556,A1,20,M,main,Mutter,die,-ü,Noun,mother
557,A1,20,N,main,nach,,,Other,to / after / according to
558,A1,20,N,main,nächst-,,,Other,next- (prefix)
559,A1,20,N,main,Name,der,-n,Noun,name
560,A1,20,N,main,nehmen,,,Verb,to take
561,A1,20,N,main,nein,,,Other,no
562,A1,20,N,main,neu,,,Other,new
563,A1,20,N,main,nicht,,,Other,not
564,A1,20,N,main,nichts,,,Other,nothing
565,A1,20,N,main,nie,,,Other,never
566,A1,21,N,main,noch,,,Other,still / yet / another
567,A1,21,N,main,Nummer,die,-n,Noun,number
568,A1,21,N,main,nur,,,Other,only / just
569,A1,21,O,main,oben,,,Verb,up / above / upstairs
570,A1,21,O,main,Obst,das,,Noun,fruit
571,A1,21,O,main,oder,,,Other,or
572,A1,21,Ö,main,öffnen,,,Verb,to open
573,A1,21,O,main,oft,,,Other,often
574,A1,21,O,main,ohne,,,Other,without
575,A1,21,Ö,main,Öl,das,,Noun,oil
576,A1,21,O,main,Oma,die,-s,Noun,grandma
577,A1,21,O,main,Opa,der,-s,Noun,grandpa
578,A1,21,O,main,Ordnung,die,,Noun,order / tidiness
579,A1,21,O,main,Ort,der,-e,Noun,place / location
580,A1,21,P,main,Papier,das,,Noun,paper
581,A1,21,P,main,Papiere,die,,Noun,documents / papers
582,A1,21,P,main,Partner,der,-/,Noun,partner
583,A1,21,P,main,Partnerin,die,-nen,Noun,partner (female)
584,A1,21,P,main,Party,die,,Noun,party
585,A1,21,P,main,Pass,der,"-ä, e",Noun,passport
586,A1,21,P,main,Pause,die,-n,Noun,break / pause
587,A1,21,P,main,Platz,der,"-ä, e",Noun,place / seat / square
588,A1,21,P,main,Polizei,die,,Noun,police
589,A1,21,P,main,Pommes,die,,Noun,French fries
590,A1,21,P,main,Post,die,,Noun,post office / mail
591,A1,21,P,main,Postleitzahl,die,,Noun,postal code
592,A1,21,P,main,Praktikum,das,,Noun,internship
593,A1,21,P,main,Praxis,die,,Noun,practice / doctor's office
594,A1,21,P,main,Preis,der,-e,Noun,price
595,A1,21,P,main,Problem,das,-e,Noun,problem
596,A1,21,P,main,Prospekt,der,-e,Noun,brochure / leaflet
597,A1,21,P,main,Prüfung,die,,Noun,exam / test
598,A1,21,P,main,pünktlich,,,Other,punctual / on time
599,A1,22,R,main,Rad fahren,,,Verb,to cycle / ride a bike
600,A1,22,R,main,rauchen,,,Verb,to smoke
601,A1,22,R,main,Raum,der,"-ä, e",Noun,room / space
602,A1,22,R,main,Rechnung,die,-en,Noun,bill / invoice
603,A1,22,R,main,rechts,,,Other,right
604,A1,22,R,main,regnen,,,Verb,to rain
605,A1,22,R,sub,Regen,der,,Noun,rain
606,A1,22,R,main,Reis,der,,Noun,rice
607,A1,22,R,main,reisen,,,Verb,to travel
608,A1,22,R,sub,Reisebüro,das,-s,Noun,travel agency
609,A1,22,R,sub,Reiseführer,der,,Noun,travel guide
610,A1,22,R,main,reparieren,,,Verb,to repair
611,A1,22,R,sub,Reparatur,die,,Noun,repair
612,A1,22,R,main,Restaurant,das,-s,Noun,restaurant
613,A1,22,R,main,Rezeption,die,,Noun,reception (desk)
614,A1,22,R,main,richtig,,,Other,correct / right
615,A1,22,R,main,riechen,,,Verb,to smell
616,A1,22,R,main,ruhig,,,Other,quiet / calm
617,A1,22,S,main,Saft,der,,Noun,juice
618,A1,22,S,main,sagen,,,Verb,to say / tell
619,A1,22,S,main,Salat,der,,Noun,salad / lettuce
620,A1,22,S,main,Salz,das,,Noun,salt
621,A1,22,S,main,S-Bahn,die,,Noun,suburban train
622,A1,22,S,main,Schalter,der,,Noun,counter / ticket window
623,A1,22,S,main,scheinen,,,Verb,to seem / shine
624,A1,22,S,main,schicken,,,Verb,to send
625,A1,22,S,main,Schild,das,-er,Noun,sign
626,A1,22,S,main,Schinken,der,–,Noun,ham
627,A1,22,S,main,schlafen,,,Verb,to sleep
628,A1,22,S,main,schlecht,,,Other,bad / poor
629,A1,22,S,main,schließen,,,Verb,to close / shut
630,A1,22,G,sub,geschlossen,,,Verb,closed
631,A1,22,S,main,Schluss,der,,Noun,end / conclusion
632,A1,22,S,main,Schlüssel,der,–,Noun,key
633,A1,22,S,main,schmecken,,,Verb,to taste
634,A1,22,S,main,schnell,,,Other,fast / quick
635,A1,22,S,main,schon,,,Other,already
636,A1,22,S,main,schön,,,Other,beautiful / nice
637,A1,22,S,main,Schrank,der,"-ä, e",Noun,cupboard / wardrobe
638,A1,22,S,main,schreiben,,,Verb,to write
639,A1,23,S,main,Schuh,der,-e,Noun,shoe
640,A1,23,S,main,Schule,die,,Noun,school
641,A1,23,S,sub,Schüler,der,–,Noun,pupil / school student
642,A1,23,S,main,schwer,,,Other,heavy / difficult
643,A1,23,S,main,Schwester,die,-n,Noun,sister
644,A1,23,S,main,schwimmen,,,Verb,to swim
645,A1,23,S,sub,Schwimmbad,das,,Noun,swimming pool
646,A1,23,S,main,See,der,,Noun,lake
647,A1,23,S,main,sehen,,,Verb,to see
648,A1,23,S,main,Sehenswürdigkeit,die,-en,Noun,tourist attraction / sight
649,A1,23,S,main,sehr,,,Other,very
650,A1,23,S,main,sein,,,Other,to be / his
651,A1,23,A,sub,an sein,,,Other,to be on
652,A1,23,A,sub,auf sein,,,Other,to be open / awake
653,A1,23,W,sub,weg sein,,,Other,to be gone / away
654,A1,23,Z,sub,zu sein,,,Other,to be closed
655,A1,23,S,main,seit,,,Other,since / for (time)
656,A1,23,S,main,selbstständig,,,Other,self-employed / independent
657,A1,23,S,main,sich,,,Other,oneself
658,A1,23,S,main,sie,,,Other,she / they
659,A1,23,S,main,Sie,,,Other,you (formal)
660,A1,23,S,main,sitzen,,,Verb,to sit
661,A1,23,S,main,so,,,Other,so / like that
662,A1,23,S,main,Sofa,das,,Noun,sofa / couch
663,A1,23,S,main,sofort,,,Other,immediately / right away
664,A1,23,S,main,Sohn,der,"-ö, e",Noun,son
665,A1,23,S,main,sollen,,,Verb,should / to be supposed to
666,A1,23,S,main,Sonne,die,,Noun,sun
667,A1,23,S,main,spät,,,Other,late
668,A1,23,S,main,später,,,Other,later
669,A1,23,S,main,Speisekarte,die,,Noun,menu
670,A1,23,S,main,spielen,,,Verb,to play
671,A1,23,S,main,Sport,der,,Noun,sport / sports
672,A1,23,S,main,Sprache,die,-n,Noun,language
673,A1,23,S,main,sprechen,,,Verb,to speak / talk
674,A1,23,S,main,Stadt,die,"-ä, e",Noun,city / town
675,A1,23,S,main,stehen,,,Verb,to stand
676,A1,23,S,main,Stelle,die,-n,Noun,place / position / job
677,A1,24,S,main,stellen,,,Verb,to place / put (upright)
678,A1,24,S,main,Stock,der,,Noun,floor / story
679,A1,24,S,main,Straße,die,-n,Noun,street / road
680,A1,24,S,main,Straßenbahn,die,,Noun,tram / streetcar
681,A1,24,S,main,studieren,,,Verb,to study (at university)
682,A1,24,S,main,Studium,das,,Noun,studies / degree program
683,A1,24,S,sub,Student,der,-en,Noun,student (university)
684,A1,24,S,main,Stunde,die,-n,Noun,hour / lesson
685,A1,24,S,main,suchen,,,Verb,to look for / search
686,A1,24,T,main,tanzen,,,Verb,to dance
687,A1,24,T,main,Tasche,die,-n,Noun,bag / pocket
688,A1,24,T,main,Taxi,das,-s,Noun,taxi
689,A1,24,T,main,Tee,der,,Noun,tea
690,A1,24,T,main,Teil,der,-e,Noun,part / piece
691,A1,24,T,main,telefonieren,,,Verb,to talk on the phone
692,A1,24,T,sub,Telefon,das,,Noun,telephone / phone
693,A1,24,T,main,Termin,der,-e,Noun,appointment
694,A1,24,T,main,Test,der,,Noun,test
695,A1,24,T,main,teuer,,,Other,expensive
696,A1,24,T,main,Text,der,-e,Noun,text
697,A1,24,T,main,Thema,das,,Noun,topic / theme
698,A1,24,T,main,Ticket,das,-s,Noun,ticket
699,A1,24,T,main,Tisch,der,-e,Noun,table
700,A1,24,T,main,Tochter,die,-ö,Noun,daughter
701,A1,24,T,main,Toilette,die,-en,Noun,toilet / restroom
702,A1,24,T,main,Tomate,die,-n,Noun,tomato
703,A1,24,T,main,tot,,,Other,dead
704,A1,24,T,main,treffen,,,Verb,to meet
705,A1,24,T,main,Treppe,die,-n,Noun,stairs / staircase
706,A1,24,T,main,trinken,,,Verb,to drink
707,A1,24,T,main,tschüss,,,Other,bye (informal)
708,A1,24,T,main,tun,,,Other,to do
709,A1,24,Ü,main,über,,,Other,over / about / via
710,A1,24,Ü,main,übernachten,,,Verb,to stay overnight
711,A1,24,Ü,main,überweisen,,,Verb,to transfer (money)
712,A1,24,U,main,Uhr,die,,Noun,clock / watch
713,A1,24,U,main,um,,,Other,around / at (time)
714,A1,24,U,main,umziehen,,,Verb,to move (house) / change clothes
715,A1,24,U,main,und,,,Other,and
716,A1,25,U,main,unser-,,,Other,our- (prefix)
717,A1,25,U,main,unten,,,Verb,below / downstairs
718,A1,25,U,main,unter,,,Other,under / below
719,A1,25,U,main,Unterricht,der,,Noun,lesson / class
720,A1,25,U,main,unterschreiben,,,Verb,to sign
721,A1,25,V,main,Vater,der,-ä,Noun,father
722,A1,25,V,main,verboten,,,Verb,forbidden / prohibited
723,A1,25,V,main,verdienen,,,Verb,to earn
724,A1,25,V,main,Verein,der,,Noun,club / association
725,A1,25,V,main,verheiratet,,,Other,married
726,A1,25,V,main,verkaufen,,,Verb,to sell
727,A1,25,V,sub,Verkäufer,der,–,Noun,salesperson / shop assistant
728,A1,25,V,main,vermieten,,,Verb,to rent out
729,A1,25,V,main,Verwandte,der,-n,Noun,relative / relation
730,A1,25,V,main,viel,,,Other,much / a lot
731,A1,25,V,main,vielleicht,,,Other,maybe / perhaps
732,A1,25,V,main,von,,,Other,from / of / by
733,A1,25,V,main,vor,,,Other,before / in front of
734,A1,25,V,main,Vorname,der,-n,Noun,first name
735,A1,25,V,main,Vorsicht,die,,Noun,caution / watch out
736,A1,25,V,main,vorstellen,,,Verb,to introduce / imagine
737,A1,25,V,main,Vorwahl,die,,Noun,area code / dialing code
738,A1,25,W,main,wandern,,,Verb,to hike
739,A1,25,W,main,wann,,,Other,when
740,A1,25,W,main,warten,,,Verb,to wait
741,A1,25,W,main,warum,,,Other,why
742,A1,25,W,main,was,,,Other,what
743,A1,25,W,main,waschen,,,Verb,to wash
744,A1,25,W,main,Wasser,das,,Noun,water
745,A1,25,W,main,weh tun,,,Other,to hurt
746,A1,25,W,main,weiblich,,,Other,female / feminine
747,A1,25,W,main,Wein,der,,Noun,wine
748,A1,25,W,main,weit,,,Other,far / wide
749,A1,26,W,main,weiter,,,Other,further / continue
750,A1,26,W,main,welch-,,,Other,which- / what- (prefix)
751,A1,26,W,main,Welt,die,,Noun,world
752,A1,26,W,main,wenig,,,Other,little / few
753,A1,26,W,main,wer,,,Other,who
754,A1,26,W,main,werden,,,Verb,to become
755,A1,26,W,main,Wetter,das,,Noun,weather
756,A1,26,W,main,wichtig,,,Other,important
757,A1,26,W,main,wie,,,Other,how / as
758,A1,26,W,main,wiederholen,,,Verb,to repeat
759,A1,26,W,main,Wiederhören,das,,Noun,goodbye (on phone)
760,A1,26,W,main,Wiedersehen,das,,Noun,goodbye
761,A1,26,W,main,wie viel,,,Other,how much / how many
762,A1,26,W,main,willkommen,,,Verb,welcome
763,A1,26,W,main,Wind,der,,Noun,wind
764,A1,26,W,main,wir,,,Other,we
765,A1,26,W,main,wissen,,,Verb,to know (a fact)
766,A1,26,W,main,wo,,,Other,where
767,A1,26,W,main,woher,,,Other,where from
768,A1,26,W,main,wohin,,,Other,where to
769,A1,26,W,main,wohnen,,,Verb,to live / reside
770,A1,26,W,sub,Wohnung,die,-en,Noun,apartment / flat
771,A1,26,W,main,wollen,,,Verb,to want
772,A1,26,W,main,Wort,das,"-ö, er/-e",Noun,word
773,A1,26,Z,main,zahlen,,,Verb,to pay
774,A1,26,Z,main,Zeit,die,,Noun,time
775,A1,26,Z,sub,zurzeit,,,Other,at the moment / currently
776,A1,26,Z,main,Zeitung,die,-en,Noun,newspaper
777,A1,26,Z,main,Zigarette,die,-n,Noun,cigarette
778,A1,26,Z,main,Zimmer,das,–,Noun,room
779,A1,26,Z,main,Zoll,der,,Noun,customs / inch
780,A1,26,Z,main,zu,,,Other,to / too / closed
781,A1,27,Z,main,zufrieden,,,Verb,satisfied / content
782,A1,27,Z,main,Zug,der,"-ü, e",Noun,train
783,A1,27,Z,main,zurück,,,Other,back
784,A1,27,Z,main,zusammen,,,Verb,together
785,A1,27,Z,main,zwischen,,,Verb,between
